Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time	N episodes
112	2344.3438	2286.1897	4872.6953	-602.5533	902.2273	270.4969	221.10985	505.81155	-471.76337	2260000	-6.1035155e-09	10195.89	-0.0013346772	-3185.0654	3.3007874	0.022541467	0.3079	2.0	5860.311149835587	2179
113	3135.6123	2110.4944	4859.95	-612.41766	1055.6666	329.50793	223.71098	503.6646	-556.34503	2280000	-3.0517577e-09	1167.9718	-0.012913252	-967.32043	3.2857845	0.009663394	0.1024	79.0	5920.6105580329895	2198
114	3108.668	2072.378	5246.9062	-602.36224	1098.8334	309.5114	224.59692	502.68762	-567.6948	2300000	5.340576e-09	1243.028	-0.010839956	-795.80035	3.2574532	0.0152086	0.09815	50.0	5974.950791597366	2217
115	3188.6084	2246.6821	5410.573	-596.9227	1152.0588	296.567	231.45135	502.83673	-539.81903	2320000	3.2043456e-08	1665.7528	-0.0021169556	-1287.1136	3.2045836	0.014137262	0.1946	3.0	6020.008974075317	2235
116	2930.518	2184.506	5256.5137	-602.83044	1049.6842	317.79343	227.41296	507.41702	-480.13837	2340000	-1.8310548e-08	3753.458	-0.0010789459	-2842.279	3.2187324	0.01512189	0.1864	2.0	6064.940418481827	2255
117	2130.1316	2266.0532	4958.0073	-601.98303	972.6	249.6982	233.79471	502.85178	-520.9277	2360000	8.392334e-09	8856.133	-0.0029877555	-3099.6187	3.2342973	0.006938939	0.09525	2.0	6109.998277187347	2276
118	3110.29	2332.6335	5347.752	-602.7602	973.1	344.5066	205.18896	504.18283	-448.76843	2380000	2.670288e-09	6256.0254	-0.002337462	-3122.985	3.2314177	0.018164087	0.2651	3.0	6155.09689116478	2297
119	2941.0818	2346.896	5261.1284	-602.11584	984.9	329.61258	220.34978	508.06946	-523.56854	2400000	-1.9836426e-08	3558.9385	-0.011510207	-2191.685	3.1994066	0.012135876	0.1525	79.0	6214.743322134018	2318
120	2760.365	2613.1528	5412.844	-602.2712	1039.0526	278.13943	247.07065	507.99158	-529.375	2420000	-1.2207031e-08	5273.343	-0.01165701	-4336.962	3.2202122	0.012428178	0.16295	79.0	6275.697313308716	2338
121	3675.283	2211.5776	5441.5723	-603.00885	1092.2222	364.35565	209.86224	507.98602	-453.0084	2440000	-1.2207031e-08	1429.0823	-0.012661331	-1100.1152	3.2533698	0.011250101	0.10235	79.0	6335.897721529007	2357
122	2885.4143	2169.287	5345.4624	-601.92755	1048.7894	314.1572	223.4915	513.4475	-484.7285	2460000	1.8310548e-08	6209.988	-0.0022615967	-4767.6387	3.2225347	0.01383156	0.1754	3.0	6381.0907073020935	2377
123	3674.718	2014.3733	5264.7656	-622.701	1128.2941	353.31656	209.16478	503.61758	-491.66562	2480000	1.5258789e-09	1600.5217	-0.01077645	-1394.3916	3.2303483	0.01120122	0.1206	79.0	6442.81094121933	2395
124	3812.851	2044.6489	5547.622	-603.79486	1064.3334	391.3403	180.05858	504.43237	-519.85223	2500000	1.5258789e-09	1311.188	-0.0034775285	-613.0459	3.2339578	0.011350452	0.1327	3.0	6488.18158364296	2414
125	3642.22	1964.9353	5451.286	-588.52826	1105.3334	361.13116	203.08507	507.97128	-429.4776	2520000	-4.577637e-09	2282.9675	-0.01056947	-1952.894	3.2085693	0.0063764555	0.0862	79.0	6549.113964557648	2433
126	3716.4988	2041.325	5523.69	-597.2614	1142.0588	354.63965	211.39186	506.8341	-489.96744	2540000	7.629395e-09	476.6079	-0.013826774	-335.89954	3.21137	0.0096132625	0.0972	79.0	6609.12314581871	2451
127	3757.7327	2062.176	5355.9053	-604.7085	1110.1666	372.84747	199.5555	512.6866	-332.29724	2560000	9.155274e-09	775.67474	-0.011766367	-629.72345	3.1989143	0.008076015	0.0918	79.0	6669.503322839737	2470
128	3327.8154	2336.2927	5299.452	-601.3096	991.2632	384.36923	189.53162	508.43042	-481.2247	2580000	-1.335144e-09	10696.014	-0.001832088	-4997.732	3.1550949	0.020714428	0.3255	2.0	6714.847736120224	2490
129	3952.5725	1829.6975	5592.993	-601.8718	1157.3529	353.05286	214.2767	499.08954	-465.52322	2600000	9.155274e-09	1611.1555	-0.011595788	-1532.4038	3.1974895	0.0077727004	0.0835	79.0	6774.39480304718	2508
130	4197.982	1531.0183	5319.7686	-602.5722	1154.5883	393.27084	172.31812	508.2083	-328.78	2620000	1.2207031e-08	565.6643	-0.010541861	-499.9178	3.1526327	0.0066679595	0.10395	79.0	6834.4082226753235	2526
131	3578.3806	1947.7711	5429.8257	-567.7793	1122.7059	359.4122	202.93889	512.22485	-398.91617	2640000	2.1362304e-08	3323.2341	-0.0015207367	-2228.8667	3.1127796	0.025046082	0.30605	2.0	6879.558014631271	2544
132	2570.5212	2545.9883	5311.249	-602.3022	891.9545	333.63934	227.57141	517.56366	-481.83713	2660000	9.155274e-09	7718.704	-0.010418354	-5771.4033	3.118347	0.013242946	0.1334	79.0	6939.223941087723	2567
133	2832.208	2517.783	5281.4956	-603.0884	911.6667	339.60776	223.53967	503.75537	-525.1131	2680000	7.629395e-09	7927.357	-0.004027662	-3653.2773	3.1079357	0.019993816	0.31235	2.0	6984.386912822723	2589
134	4292.308	1692.7148	5432.999	-595.83185	1170.0	384.42142	191.0056	526.85925	-512.61224	2700000	4.577637e-09	1890.5754	-0.0027710083	-1762.0035	3.1098185	0.012626026	0.20365	2.0	7030.01197886467	2607
135	4079.0667	1657.2427	5552.361	-592.71606	1166.7646	381.1581	188.71571	534.1081	-424.79514	2720000	3.0517577e-09	591.8139	-0.01384782	-483.2639	3.124875	0.010063614	0.11605	79.0	7091.080883026123	2625
136	3182.2498	2274.911	5230.0195	-599.6119	1087.8889	317.70413	233.17587	502.587	-464.06473	2740000	-1.5258789e-09	889.381	-0.011433276	-757.3189	3.1120875	0.011276032	0.11665	79.0	7151.365838289261	2644
137	3725.819	2035.4315	5458.1655	-566.3546	1136.0588	356.03598	201.00964	527.3561	-359.98944	2760000	3.0517577e-09	2785.4214	-0.002489804	-2556.5732	3.0875468	0.023938665	0.29535	2.0	7196.505476236343	2662
138	2798.676	2521.9407	5697.0947	-595.2654	906.1818	354.69946	195.93716	525.17957	-324.13153	2780000	9.155274e-09	10795.462	-0.0032573424	-6662.656	3.09887	0.015159734	0.22415	2.0	7242.521614551544	2685
139	3397.8508	2167.2039	5596.638	-479.8725	1055.3889	345.49463	209.04242	505.01108	-373.23447	2800000	6.1035155e-09	3531.2832	-0.012477164	-2517.7983	3.1138284	0.011393906	0.1153	79.0	7302.785260438919	2704
140	4502.311	1328.8734	5658.59	-607.78406	1147.1765	423.17004	141.22145	509.25473	-200.10869	2820000	1.5258789e-09	3718.5137	-0.011270109	-3413.9707	3.0970445	0.011393423	0.10475	79.0	7363.080902099609	2722
141	3763.7976	2177.2578	5933.52	-572.4001	1023.2632	405.64896	166.94943	512.19934	-186.85674	2840000	-6.1035155e-09	6009.5503	-0.008752003	-5609.172	3.1022587	0.0059714937	0.08025	79.0	7423.466547727585	2742
142	4232.59	1662.175	5539.83	-466.53168	1142.8823	400.4457	168.11313	506.79962	-341.78867	2860000	-6.1035155e-09	1337.7516	-0.010549188	-1184.5887	3.0795696	0.007978409	0.13045	79.0	7483.652463912964	2760
143	3572.0815	2387.4968	5630.1006	-388.29105	950.9524	427.65866	135.96545	525.59186	-242.8968	2880000	3.0517577e-09	15921.83	-0.0023592834	-12982.68	3.0733316	0.014857927	0.18575	2.0	7530.411808252335	2782
144	4156.6196	1682.4696	5355.7173	-605.56665	1093.7778	401.2664	169.4953	504.85995	-211.03566	2900000	9.155274e-09	6141.19	-0.012158793	-5991.0044	3.0627708	0.014949	0.1137	71.0	7589.469968557358	2801
145	4343.506	1699.52	5410.4346	-603.5984	1164.4706	391.69547	191.33415	506.9592	-363.20224	2920000	6.1035155e-09	3280.414	-0.011990625	-2974.3506	3.0177262	0.013329753	0.1248	79.0	7650.037083148956	2819
146	4278.2993	1809.2908	5371.4224	-603.85315	1114.7646	419.57236	162.99016	510.7061	-367.41977	2940000	4.1007997e-09	513.6151	-0.011645413	-412.1201	2.9517677	0.006394016	0.0977	79.0	7710.7694981098175	2837
147	4346.5376	1308.8611	5498.8325	-290.22562	1146.6471	420.06345	145.71875	509.52325	-40.28749	2960000	-1.2207031e-08	2953.353	-0.0068372637	-2409.4072	2.8925755	0.0084469225	0.09145	79.0	7770.917346000671	2855
148	4173.489	1792.9026	5634.4707	-603.17786	1122.7059	399.53156	186.2155	508.768	-446.04874	2980000	-1.2969971e-08	2044.4602	-0.010954901	-1924.9019	2.9564621	0.012385258	0.13775	79.0	7831.66742348671	2873
149	3559.5999	2318.0637	5610.757	-604.54504	1021.2105	387.99878	183.51192	502.03116	-460.6731	3000000	-9.155274e-09	8368.869	-0.0023122148	-5523.425	2.9151413	0.017458335	0.2611	2.0	7877.43301320076	2893
150	3756.6736	2111.4639	5619.434	-602.6435	1015.6842	409.0551	165.4752	504.14264	-472.60443	3020000	-6.1035155e-09	4774.5522	-0.0020150207	-3539.0854	2.9196591	0.0261057	0.38135	2.0	7922.697011709213	2913
151	4434.0747	1346.6508	5432.5903	-523.9163	1138.7646	422.1449	149.69719	507.65015	-239.01276	3040000	-1.0681152e-08	3157.0205	-0.0047540236	-2485.509	2.9417853	0.012102437	0.1458	11.0	7969.976106643677	2931
152	3731.695	1974.992	5346.462	-602.50305	1129.5883	342.8905	218.25092	508.7942	-413.28397	3060000	2.746582e-08	1901.2972	-0.0061420547	-1815.2859	2.9236593	0.009530655	0.13405	79.0	8030.291132926941	2949
153	4606.947	1333.1921	5544.1304	-563.2444	1135.1765	439.3308	125.19331	505.85397	-246.68224	3080000	-1.373291e-08	1092.6907	-0.011259294	-997.67145	2.864034	0.0058115404	0.0666	79.0	8091.223577976227	2967
154	4530.7397	1177.4409	5388.139	220.18858	1200.0	407.69394	160.55756	505.54858	-122.22658	3100000	0.0	367.1337	-0.01593434	-311.93414	2.847856	0.01208383	0.1512	79.0	8151.651279449463	2984
155	4217.801	1609.0046	5533.685	-153.47139	1151.1765	399.3276	168.70787	506.09503	-207.23816	3120000	4.577637e-09	3703.4453	-0.0028670288	-2816.5884	2.7686405	0.01630741	0.23235	4.0	8198.21174287796	3002
156	5008.098	343.13257	5589.6606	4405.347	1200.0	445.8101	119.29783	515.54034	-11.09595	3140000	-1.2207031e-08	790.61676	-0.0027792053	-753.48956	2.762053	0.0101979785	0.11645	2.0	8243.774420022964	3019
157	3781.4805	2087.9353	5348.1387	150.56912	1200.0	348.6501	203.19995	504.4582	-73.54563	3160000	-3.0517577e-09	329.8053	-0.012274256	-292.0065	2.7636468	0.011795247	0.1103	79.0	8303.77448606491	3036
158	4624.364	1242.107	5400.89	157.94844	1200.0	417.5077	154.75821	508.40564	-122.66165	3180000	4.577637e-09	164.92386	-0.0033520965	-137.30061	2.7487755	0.013901489	0.1723	2.0	8349.551611423492	3053
159	4178.721	1948.9991	5533.436	-131.9919	1109.1765	418.20627	155.02345	511.74048	-108.26432	3200000	-1.8310548e-08	6091.3784	0.00023992843	-4134.7676	2.7448401	0.038118225	0.4251	2.0	8395.05353808403	3071
160	3981.8457	1933.9852	5359.449	-602.7089	1152.5883	376.24615	192.90921	513.0574	-359.6223	3220000	-1.6784668e-08	869.7088	-0.015065138	-810.3708	2.7243617	0.010605118	0.1197	79.0	8455.327908992767	3089
161	4375.122	1711.4921	5575.535	-578.1596	1134.5883	416.01096	159.35957	507.6435	-277.16257	3240000	-3.0517577e-09	512.28284	-0.014435497	-443.79816	2.7526383	0.006727771	0.09695	79.0	8516.168956756592	3107
162	4999.5723	291.44626	5374.078	4292.234	1200.0	446.31534	116.338295	510.3093	-96.494545	3260000	9.155274e-09	145.99358	-0.01576295	-115.35005	2.6944487	0.0072980486	0.07525	79.0	8577.132654428482	3124
163	4531.8223	1631.9211	5731.261	208.73552	1200.0	401.82074	173.66391	522.2666	-136.01135	3280000	-9.918213e-09	189.90787	-0.015035088	-161.40807	2.6449056	0.008407535	0.09715	79.0	8638.44873046875	3141
164	4739.8076	980.62494	5594.3926	1153.1295	1200.0	426.55676	146.05519	503.92813	-58.241787	3300000	-6.1035155e-09	151.28438	-0.015092196	-118.61132	2.619279	0.009535577	0.11115	79.0	8698.84299492836	3158
165	4310.9526	1659.1692	5164.825	-560.6202	1134.1765	415.7704	156.04552	506.8404	-402.23502	3320000	1.2207031e-08	456.1749	-0.014794653	-421.16364	2.611011	0.0068715834	0.07665	79.0	8760.186966180801	3176
166	4705.03	1311.5498	5476.382	-449.03674	1142.8235	445.8918	117.50794	507.69943	-58.94526	3340000	-2.746582e-08	2283.1128	-0.0010687591	-1795.8491	2.6130495	0.023646494	0.3331	2.0	8806.479195356369	3194
167	4534.4688	1530.6364	5429.896	215.10474	1200.0	406.89664	166.46066	508.37277	-162.9869	3360000	0.0	928.5822	-0.002876709	-905.6612	2.6062324	0.008637127	0.11165	3.0	8852.169848442078	3211
168	4793.1704	1202.2502	5770.194	308.9608	1200.0	428.03265	144.61707	512.56793	-168.4352	3380000	-9.155274e-09	205.72086	-0.008422262	-168.61984	2.6035733	0.013991455	0.24225	12.0	8899.548228502274	3228
169	5060.282	346.7372	5558.563	4308.397	1200.0	450.96326	113.18431	510.98215	0.8125677	3400000	1.525879e-08	121.82915	-0.0144115295	-99.41082	2.5771446	0.00973919	0.10855	79.0	8959.72281050682	3245
