,x,y,psi,x_tilde,y_tilde,on_land,u,v,r,d_obs,psi_tilde_obs,psi_tilde
873,720.2933379118615,557.7685381944572,0.4259009309778514,-30.159374307881265,-17.35920380125743,0.0,-0.1575124546484431,0.0,0.0,28.246982122649587,-2.7928300631886183,0.5422562144441401
874,653.7794172915069,543.0680754256775,-0.25981302297169073,48.154965475527376,-1.2386430964137478,0.0,0.334872646982321,0.0,0.0,11.930509138070772,-0.5749897310999914,-0.14345773950540208
875,756.6627258501948,556.6673554596208,0.6699259753533653,-61.28504742638022,13.887860360402719,0.0,-0.3628916571951516,0.0,0.0,19.977771458630116,-2.8728586001626404,0.7862812588196539
876,645.3722469911106,585.2965619620903,-0.636483737307684,77.09500974449892,-12.40190300257283,0.0,0.01877772961662405,0.0,0.0,52.26806811532327,-0.49154453049963653,-0.5201284538413954
877,650.9750794559002,602.1456986196524,0.44901922500138647,12.631036724299612,-86.7254130780711,0.0,0.28237742536052035,0.0,0.0,68.3714743917696,-2.5283956033875112,0.5653745084676751
878,701.4358446704662,605.0847118881702,0.6869584591464049,-49.045116657702984,-57.52987791719803,0.0,-0.11209129238878957,0.0,0.0,71.32417128768385,-2.646438458939218,0.8033137426126935
879,646.2994071665676,582.9639419253522,0.18973057388840497,42.65394488548278,-62.632162205736776,0.0,0.168232577687689,0.0,0.0,55.07002590226542,-2.468959244567067,0.3060858573546936
880,596.1185917809012,568.7369836842183,-0.675193960305445,105.61337185525939,34.30311279725754,0.0,0.4261517038526967,0.0,0.0,24.399019749569113,-0.23283368986628505,-0.5588386768391563
881,611.8789875595867,557.2611204110177,0.3602519258706549,72.67828002992532,-57.042617856215756,0.0,0.4681735421399845,0.0,0.0,1.7341451074541974,-2.9531397394748877,0.47660720933694356
882,727.3030087113802,537.852183486865,-0.015955411992063073,-27.1662765766239,-8.786732649531412,0.0,-0.1397238096262356,0.0,0.0,24.179334512252424,-2.7771486256441267,0.10039987147422556
883,748.7576064877771,556.1533288193921,0.6277074827186169,-55.11649156935389,7.062328557699981,0.0,-0.3839667677675641,0.0,0.0,19.657358855752822,-2.8713366476663955,0.7440627661849055
884,626.3199652773573,549.7943219340168,0.1578174554749846,69.57486741290808,-31.62190449621302,0.0,0.09034155801484567,0.0,0.0,8.461853248989541,-2.919998158683923,0.27417273894127325
885,702.8310557430382,561.4567046689526,-0.7762806776554668,20.369813017754765,-24.785410376682417,0.0,-0.4610060947750715,0.0,0.0,26.611947414473967,-0.23280845476341583,-0.6599253941891782
886,588.7596752208767,558.1155267466796,0.085600296481249,108.38651454360512,-38.02133207876392,0.0,0.3391985924909585,0.0,0.0,24.398785902708923,-2.786528741815067,0.20195557994753766
887,757.3436176896879,600.4434974560367,-0.2828145760382469,-35.26811624292632,-84.12746458625271,0.0,-0.3975738413161673,0.0,0.0,79.99541159580644,-1.1827188102247321,-0.16645929257195824
888,638.9190275566984,575.7108486029068,-0.6071524754590708,76.52906312733414,-3.103259588343562,0.0,0.4310794485696265,0.0,0.0,41.70014225904654,-0.42235834503965763,-0.49079719199278216
889,805.1431694219127,566.2336386049201,-0.4991127182918806,-74.73406761923177,-82.57884364851574,0.0,-0.2055507863460037,0.0,0.0,55.847773125732004,-0.5950010756613526,-0.38275743482559194
890,689.5353564922551,584.6902440660383,0.3251277420991634,-7.713010632464483,-55.64154267089073,0.0,0.07041073611904292,0.0,0.0,58.42297830750945,-2.516602668589769,0.44148302556545205
891,817.5126349457196,595.7717690776526,0.5829718248296185,-134.58620640067454,9.365884648162904,0.0,-0.08360742405227295,0.0,0.0,78.37751375868997,-2.567281687988152,0.6993271082959072
892,603.9103964145556,607.8674693212581,0.6530715465372889,28.698071253404443,-120.62791083062285,0.0,0.3489876509817102,0.0,0.0,63.22011205471504,-2.6557441917788296,0.7694268300035776
893,765.0292973659882,575.8711910404204,0.04557382735798865,-67.07435816390453,-43.360435322094496,0.0,-0.3776474777615433,0.0,0.0,64.04631024961222,-2.3021129928372037,0.1619291108242773
894,751.3749025489674,563.0321915669778,0.4798003826645447,-61.05254277727536,-6.031210792979518,0.0,-0.26356083326856083,0.0,0.0,37.9092461168751,-2.7278213203236152,0.5961556661308334
895,767.5098475841057,546.5070090814171,0.5725154241738812,-65.95830316585088,22.278243247758475,0.0,-0.17523384125405272,0.0,0.0,4.629371817653227,-2.942313475395709,0.6888707076401699
896,649.0504966413023,577.3935337122864,0.5026632093927845,21.573946593487953,-66.51471485565577,0.0,0.4051676624521896,0.0,0.0,39.99996393360882,-2.7188386597231493,0.6190184928590732
897,611.541494476371,592.4700757943738,0.4644994978685162,50.87691932624303,-95.92537060076464,0.0,0.22948918789684425,0.0,0.0,53.293580403504784,-2.6168399399796107,0.5808547813348048
898,732.822683330418,583.5885959262548,0.04671485855306523,-35.31269793265607,-52.496839095316574,0.0,-0.13569597814692902,0.0,0.0,67.6169158985909,-2.2757585650634744,0.16307014201935388
899,580.6362595716503,589.2404663234919,0.13589665952971008,110.16967255093272,-75.3609255225477,0.0,0.32258986737224765,0.0,0.0,54.962722955473154,-2.4392020616481274,0.25225194299599873
900,648.8007969764009,567.7328364287641,0.1410716747260372,45.31488585112692,-45.05185114886727,0.0,0.11105243824683997,0.0,0.0,41.87052659886755,-2.581617836381099,0.25742695819232586
901,812.9228212863325,599.7150912506804,0.29585032222352425,-128.4882852221586,-34.241541543504994,0.0,-0.28870087134748496,0.0,0.0,87.6084022233516,-2.3497459914407575,0.4122056056898129
902,672.5242573473747,536.6329776435055,-0.2761007816774803,28.379612026705576,0.627236470327845,0.0,0.07668324650121677,0.0,0.0,4.801861141586312,-0.4273775225089118,-0.15974549821119166
903,724.6658058626551,565.650265373885,0.6794330439515346,-41.903342155089405,-12.623532852969706,0.0,-0.3956138075737643,0.0,0.0,28.412760554692515,-2.8287010623414224,0.7957883274178232
904,806.1138102016189,539.3893183780538,-0.216272730207823,-101.51963465115954,-32.42997246040762,0.0,-0.04055975974574322,0.0,0.0,27.22848868119174,-0.898204431857392,-0.09991744674153437
905,713.4684945126044,584.2068737129332,-0.3842502833801182,8.021279854587704,-55.76649034476942,0.0,-0.3993871977253806,0.0,0.0,58.46220670208113,-1.0298932626776562,-0.26789499991382953
906,784.511336927951,539.959233663224,0.15718480009594138,-85.10674234781774,2.898973113662599,0.0,-0.2659278120369847,0.0,0.0,27.34455800084011,-2.762686180747269,0.27354008356223003
907,695.9007178929438,606.4943032719823,-0.5824024591823639,45.772813858612835,-62.04656607416718,0.0,0.43371206913446325,0.0,0.0,80.82979754154418,-0.6898391030889314,-0.46604717571607523
908,791.5844064428876,558.635374433862,0.6130029431952457,-91.67143251226955,28.86038821717034,0.0,-0.04382251641398832,0.0,0.0,32.62462330060034,-2.793140412256272,0.7293582266615344
909,702.1898293639258,607.8884521681006,0.3397702659924058,-28.18919825540067,-73.17727712665605,0.0,-0.3917307292018037,0.0,0.0,82.24148668053817,-2.4009206167712067,0.45612554945869443
910,585.3457597075006,583.6892574822771,-0.04262963175248646,116.85944480362174,-49.25383846686458,0.0,0.0918079947330947,0.0,0.0,53.80789398262384,-2.337732559671615,0.07372565171380217
911,692.054885965525,554.4470180622574,0.24689169440370562,1.6073633188380443,-26.132258424802483,0.0,0.2932039005220154,0.0,0.0,27.89949354735138,-2.770036395374733,0.36324697786999427
912,756.8538469962464,556.5781430395721,-0.5247846506581606,-35.63625921896546,-51.91957990607028,0.0,-0.28313980123228727,0.0,0.0,38.74648548100465,-0.42694236335081714,-0.40842936719187195
913,742.0967551342893,609.4287697803576,0.002992798565434218,-42.33577695785169,-79.80242490559263,0.0,-0.32702222406449527,0.0,0.0,92.88216621934362,-2.1010985915079954,0.11934808203172285
914,604.8393466861876,597.1838000299307,-0.4233174533574557,114.56458362591769,-22.618640636062977,0.0,0.49153781765275784,0.0,0.0,58.45268394337622,-0.9994833745150058,-0.30696216989116704
915,688.0811826952776,592.276970308771,-0.7396474156108688,51.11790909092764,-38.340130115367614,0.0,0.22635542894001726,0.0,0.0,61.64444535378862,-0.49495397028835675,-0.6232921321445801
916,714.7168952244067,608.3058664605531,-0.23059167922873747,3.684004389545356,-80.08357949856206,0.0,-0.1114848839364625,0.0,0.0,83.08582851825365,-1.2359583017153275,-0.11423639576244883
917,683.3283835468495,580.9696638565495,-0.13826986338889913,23.606549800465253,-48.680590579668454,0.0,0.21234615878365515,0.0,0.0,53.59932317120053,-1.2059155042692367,-0.02191457992261049
918,720.4662785244936,541.4969322531589,-0.2955127168490487,-16.085254568074593,-17.437302704525983,0.0,-0.07992443430403068,0.0,0.0,18.32357155837141,-0.7018242198792768,-0.17915743338276002
919,794.1735747221226,547.920545984921,0.019281809581214615,-94.51122840525416,-16.601397400690992,0.0,-0.276431870421117,0.0,0.0,42.48148156394146,-2.5198793022608132,0.13563709304750327
920,624.1524439786808,578.5175075431856,-0.6367472047499226,90.12900695834472,5.685939223739517,0.0,0.03549659937086369,0.0,0.0,41.724635104226095,-0.41136710123256337,-0.520391921283634
921,664.8999441773179,596.8668383695267,-0.007212598109959556,35.585028564924194,-67.1119257114178,0.0,0.027500525004245324,0.0,0.0,73.18823894761563,-2.1960340307044994,0.10914268535632908
