Unnamed: 0,eta_x,eta_y,eta_psi,nu_u,nu_v,nu_r,x_tilde,y_tilde,on_land,u,v,r,d_obs,psi_tilde_obs,psi_tilde,shap_value_0_x_tilde,expected_value_0,shap_value_0_y_tilde,shap_value_0_on_land,shap_value_0_u,shap_value_0_v,shap_value_0_r,shap_value_0_d_obs,shap_value_0_psi_tilde_obs,shap_value_0_psi_tilde,shap_value_1_x_tilde,expected_value_1,shap_value_1_y_tilde,shap_value_1_on_land,shap_value_1_u,shap_value_1_v,shap_value_1_r,shap_value_1_d_obs,shap_value_1_psi_tilde_obs,shap_value_1_psi_tilde,shap_value_2_x_tilde,expected_value_2,shap_value_2_y_tilde,shap_value_2_on_land,shap_value_2_u,shap_value_2_v,shap_value_2_r,shap_value_2_d_obs,shap_value_2_psi_tilde_obs,shap_value_2_psi_tilde,shap_value_3_x_tilde,expected_value_3,shap_value_3_y_tilde,shap_value_3_on_land,shap_value_3_u,shap_value_3_v,shap_value_3_r,shap_value_3_d_obs,shap_value_3_psi_tilde_obs,shap_value_3_psi_tilde,shap_value_4_x_tilde,expected_value_4,shap_value_4_y_tilde,shap_value_4_on_land,shap_value_4_u,shap_value_4_v,shap_value_4_r,shap_value_4_d_obs,shap_value_4_psi_tilde_obs,shap_value_4_psi_tilde
0,761.3930089977338,548.4390394680531,0.6410622209824999,-0.3747468293187797,0.008194925119364803,0.0009655709520753064,-0.784229972387847,1.2958729319496003,-0.012613051759274787,-1.057959593704668,0.02629471662143951,0.5479622829471681,-1.2402153818040076,-0.9316966735793046,2.7560783950991685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,755.1596195824309,593.3141260748788,0.4872880948119085,-0.15800803404227934,-0.0005571456909457331,-0.0007985975838632685,-1.081513026450886,0.04379063003466757,-0.012613051759274787,-0.4590125453450507,-0.05043194566945538,-0.39681337099693104,1.1525240759605122,-0.6021387693387621,2.1566173888926894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,726.6128736265124,595.5817685180638,-0.1034026390688466,-0.016696816114620594,-0.00045980446894565945,0.0007306198555432803,-0.11236326108642816,-0.8675022750073641,-0.012613051759274787,-0.0685059137570204,-0.049578585678516536,0.4221375267807555,1.456220622814384,-0.2324191586469696,-0.1460850910822576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,773.2066784831253,537.2918886136943,-0.3762177990754424,-0.4929791499179905,0.004394093728079083,-0.0002023529155514625,-0.8613643458368979,-0.042356864865191884,-0.012613051759274787,-1.3846888225594494,-0.007025981177332568,-0.07750292251119592,-0.6561919672144636,0.8799916242122552,-1.2096063374622108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,698.4586879516778,588.3164440788449,0.5102652968822166,0.121955438443566,-0.0034959127450521986,0.0007409424642173093,-0.2394312180848941,-0.4733708184974865,-0.012613051759274787,0.3146528027528164,-0.07619519555614526,0.4276656547128333,0.7152082023371179,-0.6582012855107798,2.246189913321124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,812.2096600696344,578.0087150847793,-0.4852706778941088,-0.2760152142822148,-0.008391083628949294,-0.0003598907906549085,-1.0487910827680331,-1.5109556942083782,-0.012613051759274787,-0.7851196098407354,-0.11910962477014606,-0.16187011642707486,1.0663170601530447,0.8727516329308306,-1.6347295366266053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,712.3041390617321,562.5498255787023,0.012473132103708928,-0.2262795443357881,0.006289337265826719,8.056721394064789e-05,0.0016034053344436993,-0.01232207117053435,-0.012613051759274787,-0.6476775211985171,0.009589025034506364,0.07401097477790329,0.329786681040506,-0.5324869083771878,0.3056359371028884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,601.5578466869425,570.7166275146299,0.7285958842415323,0.4383851854113874,0.008467620318925612,0.0006849204462803651,0.9666748031792164,-1.5361646870833234,-0.012613051759274787,1.1890909148488749,0.02868534998564877,0.3976638507165471,-1.0777227388332662,-0.9182316894810022,3.097312770224065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,673.9110520563099,562.3453439767051,0.6254488764574149,0.13781706065606358,0.0062325741701575715,0.0006989719303727343,0.2421443618529879,-0.2288215335566284,-0.012613051759274787,0.3584856190894163,0.009091400761761487,0.4051889254482479,-0.8187115022173895,-0.8896355191166027,2.6952125560120868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,721.5522840474782,601.4623797171394,0.6205257589746702,-0.21015249462719704,-0.0009887378673768962,0.00032049075724477805,-0.7652851571703563,-0.3276733451996559,-0.012613051759274787,-0.6031112089728407,-0.05421557903876209,0.20249865489694,1.187100241592956,-0.6581525125593763,2.6760206605133283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
