Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
125	868.301	24.8491	894.62	828.923	1000.0	40.9614	3.97778	48.4624	16.9175	504000	2.52724e-08	122.767	-0.0180943	-14.8265	3.30832	0.016951	0.20325	8.0	488.9359426498413
126	832.241	16.6692	855.272	812.663	1000.0	43.7154	3.43944	50.2204	17.757	508000	-1.33514e-08	135.625	-0.00948081	-15.7753	3.24984	0.0199187	0.24125	4.0	492.032546043396
127	818.458	11.4771	837.571	807.113	1000.0	40.2484	3.68829	48.2825	17.5165	512000	3.96967e-08	124.039	-0.0469046	-6.73782	3.25714	0.0140936	0.29325	79.0	497.5015161037445
128	889.548	21.015	908.24	853.877	1000.0	39.8097	3.48635	47.3562	9.28781	516000	2.55108e-08	166.609	-0.0110299	-30.0208	3.18119	0.0195256	0.28125	4.0	501.43692445755005
129	852.57	44.303	894.656	781.361	1000.0	44.2594	4.68004	51.0367	1.55231	520000	-7.03335e-09	137.085	-0.0183663	-16.8106	3.18824	0.0169336	0.204	10.0	504.5973291397095
130	882.127	58.3732	938.146	801.943	1000.0	42.0732	7.50479	49.7077	-24.9715	524000	3.43323e-08	162.595	-0.0170497	-13.4915	3.1931	0.0163084	0.18175	9.0	508.2097225189209
131	869.49	33.1949	917.85	836.804	1000.0	44.6007	4.78828	51.6137	11.0717	528000	1.19209e-08	138.391	-0.0420077	-16.1793	3.19819	0.00877382	0.232	79.0	512.0275435447693
132	836.574	64.8423	914.297	734.917	1000.0	41.2176	5.07788	49.281	-10.5444	532000	1.41859e-08	176.401	-0.0506332	-15.3181	3.16713	0.0147271	0.26325	79.0	517.1863882541656
133	895.909	39.4197	940.206	855.56	1000.0	40.3873	4.49309	50.2897	12.9216	536000	-1.38283e-08	155.337	-0.0463973	-15.9317	3.13419	0.0124543	0.253	79.0	520.9911067485809
134	923.321	11.4784	935.979	904.728	1000.0	42.9528	3.22444	50.1184	19.5638	540000	1.33514e-08	154.562	-0.0135975	-10.8767	2.99689	0.0168619	0.17975	4.0	525.4224061965942
135	874.893	27.5158	920.698	850.863	1000.0	44.545	3.52232	51.7186	21.1124	544000	-1.19209e-09	143.993	-0.0170928	-21.0705	3.04921	0.0165053	0.19675	11.0	528.5870840549469
136	873.104	8.32045	881.948	860.541	1000.0	40.6963	3.54203	47.9719	9.22737	548000	1.38283e-08	149.154	-0.00790152	-7.6174	3.02574	0.0163137	0.20575	4.0	532.9705748558044
137	919.848	25.8623	948.253	892.3	1000.0	40.7409	4.10488	47.8693	12.8729	552000	-6.19888e-09	190.171	-0.00936668	-23.631	2.97351	0.0160351	0.21875	3.0	536.0581858158112
138	954.126	19.1907	974.933	922.789	1000.0	44.6459	4.64136	52.2574	19.1348	556000	2.6226e-09	159.368	-0.00980305	-11.2174	3.00965	0.0196818	0.2335	4.0	539.1731839179993
139	903.686	28.2157	932.095	872.954	1000.0	46.0871	3.76064	53.3674	20.9814	560000	1.85966e-08	144.74	-0.00802302	-24.3307	2.96871	0.0178772	0.231	3.0	542.2579212188721
140	880.631	20.1019	907.239	855.641	1000.0	41.5706	3.56226	49.9603	19.8572	564000	2.18153e-08	142.245	-0.00923441	-10.3332	2.95649	0.0167716	0.23075	5.0	547.0606718063354
141	928.91	40.0223	987.573	875.129	1000.0	39.8222	3.4739	47.8585	19.1003	568000	-5.36442e-10	131.366	-0.045739	-14.1621	2.96518	0.0118428	0.25525	79.0	551.7253489494324
142	901.276	49.0981	971.022	833.44	1000.0	42.5723	3.59651	50.7468	9.00181	572000	7.86781e-09	133.009	-0.0124045	-9.81369	2.91697	0.0141569	0.20125	5.0	554.8346424102783
143	917.553	42.9256	960.149	845.935	1000.0	40.7281	3.56399	48.9813	14.4344	576000	1.09673e-08	117.744	-0.012116	-8.32053	2.92605	0.0141058	0.1845	4.0	557.9293971061707
144	957.533	27.1741	1003.64	933.279	1000.0	41.756	4.03187	49.0589	9.25739	580000	8.82149e-09	131.489	-0.00836651	-13.2407	2.85166	0.015889	0.21825	4.0	562.3124434947968
145	901.973	25.6835	946.082	883.856	1000.0	44.5507	3.13653	51.3769	18.5485	584000	1.39475e-08	130.343	-0.017955	-40.1468	2.91504	0.0144856	0.215	13.0	565.4828205108643
146	924.922	16.2639	949.079	903.839	1000.0	38.73	2.34967	45.0887	18.9151	588000	1.23978e-08	136.016	-0.0469557	-10.5663	2.87994	0.0153117	0.259	77.0	569.2708139419556
147	940.451	51.7952	1006.55	881.81	1000.0	40.7218	4.03952	49.148	-8.78935	592000	1.3113e-08	135.345	-0.023295	-15.1056	2.80313	0.0144554	0.2045	14.0	573.7560930252075
148	920.18	45.5665	975.851	864.96	1000.0	42.226	5.72968	49.3417	-24.3509	596000	1.62125e-08	134.646	-0.0478649	-11.1643	2.81814	0.0103983	0.235	79.0	577.575977563858
149	968.181	37.5874	1012.12	909.574	1000.0	41.9666	4.47909	48.6398	-0.0966814	600000	-2.00272e-08	135.482	-0.0445313	-12.7566	2.70549	0.0130538	0.26375	79.0	582.7097997665405
150	941.141	40.5461	1010.87	912.728	1000.0	42.9502	3.35641	50.411	14.4474	604000	1.91927e-08	132.441	-0.0119771	-10.6218	2.72536	0.0138231	0.2065	4.0	586.3425533771515
151	1003.43	19.1001	1036.28	989.785	1000.0	42.5697	3.74718	49.5558	9.47796	608000	-2.36034e-08	126.402	-0.00989407	-16.0288	2.67349	0.0185541	0.25625	3.0	590.7021968364716
152	973.291	19.1615	1001.91	954.316	1000.0	45.7186	3.27007	51.2266	8.22987	612000	-8.82149e-09	147.193	-0.0129939	-14.9733	2.71976	0.0159399	0.20725	7.0	593.8156666755676
153	972.062	18.3185	1001.09	956.136	1000.0	42.6501	2.95796	49.9767	21.0428	616000	-8.9407e-09	125.215	-0.0119402	-6.38499	2.61956	0.017614	0.23375	6.0	596.912894487381
154	965.093	44.3677	1032.48	915.918	1000.0	43.2018	3.6326	51.1422	17.3685	620000	-3.33786e-09	159.2	-0.0079667	-10.0827	2.68618	0.0255954	0.32125	3.0	601.2378644943237
155	980.129	14.1175	1001.85	965.662	1000.0	41.7505	4.03403	49.3718	17.5195	624000	1.57356e-08	132.568	-0.0139587	-8.01334	2.65901	0.0183495	0.20225	8.0	606.4969985485077
156	1001.15	38.3606	1056.95	951.369	1000.0	43.1098	3.37309	49.8131	18.5679	628000	-4.64916e-08	161.861	-0.0119869	-9.40335	2.67438	0.0150409	0.1995	4.0	610.182924747467
157	1007.56	27.7069	1043.38	970.966	1000.0	44.4144	4.37142	52.9061	8.90181	632000	2.28882e-08	146.775	-0.0152206	-9.78246	2.62197	0.0168737	0.22075	8.0	614.7270772457123
158	1006.21	56.8145	1092.62	933.065	1000.0	44.5137	4.24111	52.6997	17.4341	636000	5.48363e-09	162.303	-0.00788514	-10.2664	2.65931	0.0179027	0.2305	3.0	617.8320064544678
159	1020.56	13.035	1035.19	1003.06	1000.0	44.5543	4.75538	52.8079	15.1701	640000	-1.35899e-08	177.065	-0.0126035	-12.7195	2.6494	0.0165343	0.22275	6.0	620.9828538894653
160	1016.62	46.126	1086.03	957.472	1000.0	44.3946	3.86844	52.8523	12.9417	644000	7.62939e-09	147.336	-0.00566578	-8.23639	2.59865	0.0166763	0.2765	3.0	624.6645920276642
161	992.924	43.0316	1030.47	919.781	1000.0	43.7743	4.26112	52.8296	6.076	648000	-4.64916e-09	177.573	-0.0193621	-37.2263	2.60924	0.0184352	0.236	10.0	629.6033313274384
162	1008.52	38.7141	1071.61	972.414	1000.0	42.6282	6.93441	50.7213	-20.6413	652000	2.83718e-08	112.81	-0.0220748	-11.644	2.58672	0.0160229	0.23525	12.0	632.8252847194672
163	1037.23	23.5019	1063.77	1001.48	1000.0	43.4525	3.94222	50.8453	3.412	656000	2.24113e-08	146.825	-0.015654	-10.2577	2.54449	0.0168797	0.25075	9.0	637.3118052482605
164	1025.5	44.7384	1093.47	976.369	1000.0	44.427	3.04404	51.3143	19.6974	660000	3.33786e-09	144.755	-0.0217896	-8.31305	2.55513	0.0151248	0.22275	15.0	641.8040745258331
165	997.732	34.6436	1037.29	950.483	1000.0	43.3226	3.58686	52.2182	19.7927	664000	6.91414e-09	144.056	-0.00743993	-13.2651	2.52287	0.0193052	0.216	3.0	644.9081192016602
166	1030.72	51.7245	1077.0	948.125	1000.0	41.1376	4.59682	49.7301	-6.04317	668000	4.29153e-09	148.002	-0.00734339	-14.6882	2.58854	0.0222239	0.285	3.0	648.0396726131439
167	975.331	51.6512	1027.64	916.106	1000.0	42.9043	5.28336	51.5537	-4.12898	672000	-5.96046e-09	182.789	-0.0176914	-34.4514	2.57431	0.0179542	0.24775	11.0	652.4872047901154
168	1017.37	23.4339	1053.1	995.763	1000.0	39.1704	4.40856	49.2106	9.24722	676000	-3.45707e-08	141.151	-0.0173618	-14.8606	2.59191	0.0179747	0.215	9.0	655.6487441062927
169	1018.63	28.4276	1065.57	994.7	1000.0	41.3781	3.61855	49.5757	20.915	680000	-7.7486e-09	146.432	-0.0102374	-7.61009	2.52432	0.0135547	0.17025	4.0	658.8013656139374
170	1008.2	38.2672	1044.77	947.522	1000.0	41.7917	4.03823	50.2854	17.899	684000	-1.00136e-08	140.878	-0.0109896	-13.0265	2.52187	0.0146957	0.2255	3.0	663.8059964179993
171	1045.68	30.7407	1092.21	1010.23	1000.0	40.0583	3.69933	48.7511	20.1144	688000	-1.66893e-09	160.066	-0.0103405	-20.6431	2.5318	0.0173855	0.17925	5.0	666.9384152889252
172	1022.07	56.5274	1089.45	946.348	1000.0	43.3368	4.04172	51.9462	17.8881	692000	1.23978e-08	143.2	-0.00978808	-15.6775	2.53952	0.0190634	0.259	4.0	670.0600879192352
173	1016.27	58.5677	1075.04	921.38	1000.0	40.2444	4.51944	48.8474	2.69621	696000	7.51019e-09	151.403	-0.0100061	-35.5614	2.53933	0.0193061	0.303	3.0	674.9305834770203
174	998.856	52.9843	1062.54	915.571	1000.0	41.3033	7.66947	49.6118	-17.6778	700000	-1.62125e-08	159.218	-0.0216837	-28.5861	2.55375	0.0168595	0.2215	14.0	678.1554801464081
175	1019.81	76.1021	1133.18	938.008	1000.0	39.502	9.54735	48.5	-22.7351	704000	1.38283e-08	152.091	-0.0465286	-20.0497	2.45455	0.00857701	0.23325	79.0	683.5246086120605
176	1015.88	20.8854	1035.52	980.76	1000.0	42.292	5.15128	50.4769	1.50253	708000	-1.19209e-08	122.872	-0.0126974	-23.1705	2.4736	0.0126543	0.22375	4.0	687.6285383701324
177	1061.47	38.1302	1125.84	1026.08	1000.0	39.1557	3.59492	46.5574	5.93853	712000	1.88351e-08	138.427	-0.0119514	-24.9791	2.4548	0.0160568	0.198	4.0	690.7578725814819
178	1047.36	29.7056	1077.22	1013.79	1000.0	43.2659	4.23812	51.1103	9.87217	716000	-1.41859e-08	134.277	-0.0451158	-10.2555	2.47992	0.013851	0.25575	79.0	694.6034877300262
179	1044.85	45.7201	1117.15	992.81	1000.0	41.5999	3.53993	49.3981	13.5156	720000	-4.76837e-09	140.648	-0.00897666	-9.07155	2.40085	0.0207798	0.26275	3.0	698.9885966777802
180	1083.09	12.7166	1104.84	1072.58	1000.0	41.1814	3.86107	50.1847	11.1536	724000	1.0252e-08	177.488	-0.0103391	-14.9616	2.40138	0.0211367	0.2475	4.0	704.0272545814514
181	1033.47	28.0853	1072.81	1004.66	1000.0	43.3178	4.59522	53.4337	10.4511	728000	8.10623e-09	125.499	-0.0164527	-25.092	2.41605	0.0186289	0.2695	9.0	707.2017862796783
182	1073.09	78.9751	1160.22	944.684	1000.0	39.4897	3.45827	48.9044	11.1157	732000	-1.78814e-09	153.308	-0.0159376	-19.2733	2.38349	0.0180555	0.23575	9.0	711.310613155365
183	1095.68	54.4297	1172.31	1023.59	1000.0	42.8281	3.42315	51.5401	19.3601	736000	1.97887e-08	143.79	-0.0170029	-8.7119	2.33139	0.0172207	0.239	10.0	715.7096538543701
184	1063.33	71.1365	1126.6	947.003	1000.0	42.4875	8.34966	54.0164	-13.5088	740000	2.96831e-08	189.477	-0.0116703	-36.1668	2.42328	0.0141092	0.23625	4.0	718.8783950805664
185	1101.0	25.9482	1138.48	1072.95	1000.0	44.6626	5.75706	52.0033	-6.73138	744000	-4.76837e-10	133.45	-0.0220847	-11.9698	2.34691	0.0158666	0.25625	14.0	723.4811537265778
186	1085.55	42.4843	1127.48	1024.56	1000.0	43.8898	3.77973	50.6497	7.39527	748000	1.43051e-08	136.396	-0.00861753	-8.37543	2.34836	0.0208705	0.2715	4.0	727.8406434059143
187	1074.69	16.6634	1088.97	1046.68	1000.0	42.5876	3.49934	50.8486	17.706	752000	5.60284e-09	127.281	-0.0179441	-9.19191	2.34655	0.0171291	0.2055	12.0	731.0648093223572
188	1088.04	22.8962	1119.38	1058.21	1000.0	40.8747	3.32932	48.936	15.1449	756000	-1.90735e-08	135.03	-0.00918398	-7.90414	2.35978	0.0127123	0.21575	4.0	735.4979507923126
189	1104.29	19.403	1130.4	1075.93	1000.0	41.415	3.54585	49.1501	16.1017	760000	-7.51019e-09	137.002	-0.00793722	-9.18262	2.29906	0.0231304	0.2535	3.0	738.6002676486969
190	1097.42	40.095	1151.9	1038.66	1000.0	42.658	3.96173	51.2219	-16.1915	764000	-8.10623e-09	185.858	-0.00686064	-19.7187	2.25427	0.0188547	0.25375	3.0	742.3533954620361
191	1054.55	37.0499	1095.41	1011.23	1000.0	42.8964	4.55057	53.1165	10.2282	768000	5.24521e-09	132.343	-0.0466841	-28.1343	2.30057	0.0126568	0.24875	79.0	747.5328943729401
192	1086.45	47.1888	1156.04	1038.83	1000.0	38.3474	4.54853	47.6479	-3.52941	772000	1.14441e-08	126.88	-0.0117176	-22.9448	2.21633	0.0126328	0.1535	4.0	750.6511626243591
193	1120.17	20.6971	1146.79	1096.41	1000.0	42.3303	4.8669	50.6723	0.209858	776000	-2.45571e-08	120.647	-0.0147965	-8.81836	2.24173	0.0177749	0.1875	7.0	754.6361496448517
194	1118.9	16.3517	1137.89	1095.3	1000.0	43.1992	3.42212	50.8518	5.13701	780000	-2.16961e-08	116.042	-0.0117496	-5.42765	2.21037	0.0161144	0.17825	8.0	759.1006624698639
195	1093.03	42.084	1135.99	1050.66	1000.0	42.9375	4.74267	51.5734	-6.1964	784000	-2.81334e-08	133.632	-0.0160445	-9.11436	2.22863	0.0164172	0.1905	8.0	762.2610039710999
196	1093.94	51.5187	1178.02	1037.89	1000.0	41.4988	4.23215	50.676	7.88812	788000	1.2517e-08	133.708	-0.00709813	-7.60995	2.26539	0.0162868	0.27675	3.0	766.5507943630219
197	1148.14	42.2238	1220.67	1115.23	1000.0	40.7756	3.48685	49.0371	18.3835	792000	-6.4373e-09	156.317	-0.00858202	-18.0587	2.21962	0.0165566	0.23275	3.0	770.6300027370453
198	1132.0	50.6073	1184.24	1060.91	1000.0	43.9748	3.53944	53.9502	24.3928	796000	-2.09808e-08	154.851	-0.0071169	-8.84547	2.16366	0.0166838	0.20025	3.0	774.4529480934143
199	1092.83	35.1633	1135.29	1037.94	1000.0	42.5574	3.94345	52.7196	21.166	800000	9.53674e-09	154.658	-0.008936	-16.8904	2.17819	0.0181257	0.25575	3.0	778.674952507019
200	1122.34	62.4682	1193.16	1054.89	1000.0	39.8106	4.20434	50.7293	18.1407	804000	-1.21593e-08	143.172	-0.00301185	-12.6938	2.18358	0.0257439	0.318	2.0	782.3972539901733
201	1125.59	44.9116	1167.82	1051.41	1000.0	41.8706	4.05508	52.7002	18.5906	808000	-2.61068e-08	151.985	-0.00749387	-11.3814	2.15059	0.0134546	0.2135	3.0	786.640697479248
202	1123.82	23.7578	1162.49	1099.35	1000.0	41.0248	3.56319	50.6444	21.2953	812000	1.33514e-08	113.3	-0.0097648	-6.87717	2.14575	0.0189147	0.27175	4.0	790.8108115196228
203	1115.7	35.9619	1153.13	1057.01	1000.0	41.3176	3.2649	50.6479	21.2843	816000	-7.03335e-09	140.22	-0.00736282	-10.0652	2.14025	0.0146787	0.18575	4.0	793.9232382774353
204	1066.0	40.132	1103.89	998.676	1000.0	39.8434	4.23057	51.8472	12.6791	820000	3.33786e-09	108.866	-0.014211	-19.4804	2.137	0.0191172	0.18325	9.0	798.3956792354584
205	1054.37	81.8286	1135.4	929.727	1000.0	36.3647	4.84186	46.325	0.0441193	824000	2.24113e-08	181.913	-0.0116965	-22.6575	2.15907	0.0167605	0.16975	4.0	801.5421385765076
206	1087.34	27.3515	1125.13	1054.64	1000.0	37.1973	7.00483	49.1147	-0.0348679	828000	1.06096e-08	105.707	-0.04678	-15.728	2.17137	0.00815361	0.23525	79.0	805.4055802822113
207	1157.33	10.804	1174.14	1144.15	1000.0	38.8987	3.97254	47.1415	7.35385	832000	-4.81606e-08	131.171	-0.0334606	-20.908	2.01489	0.0152121	0.21275	36.0	810.6279380321503
208	1146.79	29.7638	1188.63	1104.9	1000.0	42.6655	3.14302	50.1724	16.9247	836000	9.53674e-10	188.362	-0.0438052	-14.5653	2.04532	0.0121569	0.2335	79.0	815.6821825504303
209	1129.58	21.9083	1165.64	1109.19	1000.0	41.086	4.19549	53.2853	18.051	840000	-1.54972e-08	138.43	-0.00779669	-10.6509	2.02127	0.0226613	0.24875	3.0	820.1241731643677
210	1139.34	21.9445	1165.39	1106.09	1000.0	41.0146	4.29446	50.2514	6.80309	844000	3.24249e-08	123.872	-0.00715561	-7.91119	2.04292	0.017597	0.27975	3.0	823.8669216632843
211	1132.27	19.5613	1160.62	1105.5	1000.0	40.7214	3.66862	49.5723	16.3871	848000	-3.8147e-08	124.516	-0.0428727	-7.55815	2.01929	0.0115833	0.26875	79.0	827.7324631214142
212	1126.6	37.1845	1189.14	1094.71	1000.0	39.8929	4.06872	49.5929	7.57906	852000	-1.7643e-08	117.26	-0.0196157	-7.83725	1.97472	0.0194508	0.26725	10.0	832.2704622745514
213	1149.25	47.9404	1206.83	1083.71	1000.0	39.8952	3.99934	49.8326	11.7303	856000	2.86102e-09	114.201	-0.018288	-9.11312	2.01663	0.0148726	0.24675	11.0	835.4615299701691
214	1152.9	36.1577	1200.87	1106.36	1000.0	40.5436	3.11665	48.9698	19.2467	860000	-1.19209e-09	157.406	-0.00748846	-15.5259	1.96501	0.0202266	0.26025	3.0	839.9635875225067
215	1123.0	83.1901	1208.74	985.362	1000.0	41.6447	4.86046	49.4834	11.1808	864000	1.78814e-09	137.228	-0.0460676	-15.8625	2.00398	0.0125958	0.25875	79.0	845.0419900417328
216	1112.86	68.3101	1187.92	1004.79	1000.0	38.861	5.4333	47.7579	-0.92552	868000	-5.24521e-09	150.172	-0.0217289	-17.3006	2.00581	0.0165714	0.25175	11.0	849.5692331790924
217	1146.47	39.0485	1181.14	1084.03	1000.0	39.1126	5.27486	48.9564	1.39864	872000	1.04904e-08	143.853	-0.0181779	-10.1765	1.95065	0.0150411	0.2225	10.0	852.7566826343536
218	1205.63	49.1775	1255.23	1132.19	1000.0	40.6432	4.42571	48.6734	9.55008	876000	1.90735e-08	153.975	-0.0185872	-18.2316	1.932	0.0167161	0.226	12.0	857.2561511993408
219	1164.05	51.4316	1216.14	1087.34	1000.0	43.5452	4.05259	52.494	16.5918	880000	8.58307e-09	141.969	-0.0198432	-15.1665	1.85776	0.0151311	0.24675	11.0	860.4396712779999
220	1166.16	25.2638	1194.52	1134.01	1000.0	41.4446	4.85904	52.0233	10.4286	884000	1.2517e-08	116.563	-0.0111028	-6.7835	1.86381	0.0123892	0.25175	4.0	865.3392128944397
221	1160.39	48.3902	1223.0	1099.41	1000.0	41.4239	3.84896	50.3227	11.288	888000	3.29018e-08	132.736	-0.0179586	-9.30983	1.88435	0.0171678	0.2165	10.0	868.5146987438202
222	1182.86	50.4026	1226.67	1102.48	1000.0	40.2726	4.90034	49.9955	-1.57004	892000	6.19888e-09	156.602	-0.0229648	-15.1574	1.85946	0.014661	0.23625	15.0	872.9404780864716
223	1179.97	10.2159	1192.61	1164.48	1000.0	42.0297	4.28108	51.2738	12.2589	896000	-1.83582e-08	129.759	-0.00878031	-9.79537	1.85828	0.0157041	0.1925	3.0	877.0140132904053
224	1186.59	31.2431	1239.72	1159.56	1000.0	41.3461	3.72661	50.6256	13.899	900000	2.31266e-08	132.689	-0.00927944	-8.42546	1.83866	0.0150186	0.18975	4.0	880.1398689746857
225	1159.82	41.6189	1199.71	1098.66	1000.0	41.4477	3.7893	50.1217	15.2736	904000	9.89437e-09	121.407	-0.0153924	-12.8436	1.85909	0.0145118	0.19825	11.0	884.0669972896576
226	1204.11	32.9471	1239.52	1153.47	1000.0	39.3043	3.33215	48.4732	16.4699	908000	-4.29153e-09	131.29	-0.0171793	-16.0734	1.85086	0.0178341	0.24425	9.0	888.1951951980591
227	1146.8	44.1977	1188.77	1072.45	1000.0	41.9058	3.95248	50.7707	16.923	912000	4.76837e-09	113.647	-0.0103	-19.524	1.82327	0.0139172	0.1615	4.0	892.6210470199585
228	1186.14	21.0519	1215.14	1159.55	1000.0	38.5519	3.92774	46.9435	10.1449	916000	1.37091e-08	129.468	-0.00696256	-12.6353	1.83747	0.0145255	0.21575	3.0	895.7332417964935
229	1163.26	36.5261	1199.05	1104.9	1000.0	40.8907	4.15093	48.5481	1.62106	920000	2.38419e-08	109.274	-0.011019	-10.6382	1.82669	0.0174713	0.24725	4.0	898.8841464519501
230	1198.75	25.6981	1230.99	1159.29	1000.0	39.686	3.84677	46.9597	9.17144	924000	1.90735e-09	142.658	-0.0128276	-10.665	1.76683	0.0171386	0.2005	7.0	904.0643203258514
231	1186.14	45.851	1234.29	1111.87	1000.0	41.0949	3.77644	48.7512	13.5618	928000	-6.55651e-09	130.137	-0.0415759	-8.15681	1.78264	0.0148381	0.23925	69.0	908.8990650177002
232	1167.61	19.817	1194.33	1140.44	1000.0	40.0084	3.55746	49.9904	14.0299	932000	2.00272e-08	108.66	-0.0216707	-10.1914	1.79863	0.0177139	0.20675	16.0	914.2738444805145
233	1188.12	23.6116	1226.51	1166.18	1000.0	38.1747	3.38931	47.0241	15.9275	936000	-8.58307e-09	102.258	-0.0139995	-8.95525	1.72977	0.0162862	0.202	8.0	918.455281496048
234	1187.95	30.7454	1221.48	1143.4	1000.0	39.6109	3.13857	47.0323	17.3398	940000	-3.8147e-09	120.524	-0.0127094	-7.07852	1.7631	0.0176408	0.1765	8.0	924.0327532291412
235	1220.37	30.661	1251.22	1181.53	1000.0	39.9643	3.73428	47.5472	14.0439	944000	-5.24521e-09	121.599	-0.0113824	-10.7998	1.72073	0.0117774	0.2385	4.0	927.1441333293915
236	1220.91	61.4564	1326.42	1172.64	1000.0	41.7635	3.53585	49.7315	16.6022	948000	-2.36034e-08	156.781	-0.00957313	-11.6926	1.71913	0.0147039	0.16925	3.0	930.2272415161133
237	1202.53	33.3511	1241.93	1151.06	1000.0	41.0358	3.96321	52.2232	19.2002	952000	-1.5974e-08	152.931	-0.00906602	-11.2245	1.68994	0.0173236	0.225	5.0	934.4101688861847
238	1195.77	42.6484	1248.74	1140.4	1000.0	40.2814	4.05858	53.306	17.0419	956000	1.33514e-08	113.914	-0.0184978	-9.51678	1.75701	0.0172057	0.21575	14.0	938.6546440124512
239	1219.66	29.0091	1246.99	1171.18	1000.0	39.8692	3.6571	49.9554	14.5382	960000	7.39098e-09	144.072	-0.0101646	-10.6953	1.6291	0.013476	0.179	4.0	943.0256824493408
240	1251.12	28.1963	1286.84	1207.85	1000.0	41.5851	3.94896	52.0236	15.7819	964000	-3.76701e-08	130.482	-0.043077	-10.7655	1.65877	0.0133128	0.2455	79.0	947.5131411552429
241	1183.29	42.9669	1235.27	1137.47	1000.0	42.6129	3.51629	55.07	20.9382	968000	2.59876e-08	143.085	-0.0175477	-26.4981	1.62233	0.0166549	0.208	11.0	952.0336244106293
242	1234.57	32.3603	1290.02	1210.73	1000.0	38.6489	3.56363	47.6455	15.4934	972000	1.62125e-08	126.075	-0.0112334	-12.5606	1.69824	0.012494	0.20575	4.0	955.1210238933563
243	1202.89	51.2447	1291.49	1168.27	1000.0	40.7601	3.15689	49.44	21.9566	976000	-2.31266e-08	135.226	-0.00993883	-11.8059	1.66318	0.0174667	0.2265	5.0	958.2481527328491
244	1217.3	60.2614	1275.59	1136.49	1000.0	38.721	3.74663	47.4858	18.6285	980000	-2.90871e-08	144.189	-0.00760312	-15.3663	1.65889	0.0142917	0.24775	3.0	962.1733386516571
245	1275.77	23.7016	1310.94	1250.74	1000.0	40.8717	4.33691	51.7239	9.75665	984000	-3.45707e-08	165.57	-0.0127011	-17.755	1.6466	0.017056	0.205	5.0	966.630439043045
246	1203.0	33.4819	1240.81	1152.84	1000.0	43.5843	3.63199	54.2944	18.7938	988000	1.5974e-08	136.95	-0.0255545	-34.9686	1.65581	0.0162597	0.2335	21.0	969.8908500671387
247	1228.72	23.3716	1255.32	1191.32	1000.0	38.3783	3.57764	47.5771	17.4245	992000	5.48363e-09	123.177	-0.0070163	-14.6177	1.59819	0.0205731	0.245	3.0	972.9724652767181
248	1205.82	54.7026	1264.6	1147.96	1000.0	40.9251	3.388	48.0357	14.6307	996000	2.31266e-08	125.997	-0.0447424	-11.5228	1.53546	0.0100113	0.2485	79.0	978.4136340618134
249	1228.48	40.2478	1293.44	1193.02	1000.0	38.584	3.79368	47.0707	12.4356	1000000	-1.52588e-08	128.9	-0.0184737	-12.0945	1.55063	0.0163251	0.19175	8.0	982.8571708202362
250	1231.51	30.914	1263.21	1188.79	1000.0	40.3765	5.20429	49.1681	4.70364	1004000	-1.57356e-08	153.294	-0.0127377	-10.8909	1.55015	0.0169554	0.19	5.0	986.7166655063629
251	1199.76	61.7219	1274.5	1129.79	1000.0	40.2308	4.43782	49.8569	10.4127	1008000	-2.53916e-08	114.193	-0.0105187	-14.7793	1.54822	0.0175695	0.22	5.0	989.8232841491699
252	1248.92	33.9068	1300.1	1207.02	1000.0	37.9641	3.96541	46.3297	7.41197	1012000	-1.50204e-08	145.432	-0.00908272	-18.5866	1.50523	0.0133118	0.15675	3.0	993.8218038082123
253	1264.57	48.25	1318.78	1187.04	1000.0	41.3202	3.96362	50.1225	12.5237	1016000	-1.43051e-08	140.651	-0.0152863	-7.94141	1.50257	0.0168021	0.17525	9.0	998.1683640480042
254	1244.34	28.9272	1283.06	1202.53	1000.0	41.7241	4.04077	49.9615	15.7414	1020000	3.33786e-09	116.59	-0.00899801	-9.19675	1.48574	0.0165658	0.188	4.0	1001.249635219574
255	1260.85	22.2165	1286.16	1225.38	1000.0	40.4568	3.57046	50.2269	14.2427	1024000	-2.57492e-08	126.586	-0.00782338	-8.12003	1.47687	0.0175536	0.24775	3.0	1005.4866411685944
256	1279.54	57.574	1317.01	1179.95	1000.0	41.5832	3.9754	48.7675	14.5067	1028000	2.31266e-08	159.465	-0.00799799	-11.1725	1.46985	0.0154194	0.24	3.0	1009.5874857902527
257	1219.32	73.2098	1281.07	1097.97	1000.0	42.3443	4.34513	52.4795	16.532	1032000	-2.7895e-08	154.079	-0.00875816	-29.0192	1.47283	0.0179742	0.24225	3.0	1013.9495267868042
258	1266.84	46.0757	1326.75	1199.66	1000.0	38.0779	3.90451	46.6443	12.175	1036000	-7.15256e-09	144.828	-0.0100902	-15.8595	1.46775	0.014232	0.179	6.0	1017.0602383613586
259	1267.22	27.0343	1301.11	1230.55	1000.0	40.9654	3.62032	49.5677	15.7581	1040000	2.86102e-09	144.168	-0.0163815	-10.9911	1.49196	0.0150213	0.20325	10.0	1020.2269761562347
