Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
14	-482.47	101.863	-333.557	-615.595	1000.0	-37.9646	0.19988	-32.8206	-38.0088	60000	1.78814e-10	473.6	-0.0680353	-13.8872	5.2389	0.0152584	0.35275	46.0	66.08190274238586
15	-376.032	46.4328	-308.524	-439.696	1000.0	-39.6918	0.0654715	-37.6147	-39.7	64000	-4.64916e-09	150.763	-0.0183361	-19.2882	5.27265	0.0168374	0.23725	6.0	70.44472074508667
16	-590.457	132.419	-395.857	-742.065	1000.0	-37.7532	0.31491	-22.8657	-37.7897	68000	-3.37958e-08	984.371	-0.0189028	-112.288	5.23949	0.0154461	0.192	6.0	73.40370965003967
17	-475.35	117.967	-321.607	-651.852	1000.0	-42.4597	0.189943	-32.5535	-42.4791	72000	1.66893e-09	625.285	-0.012549	-1.64587	5.19411	0.0159195	0.20125	4.0	77.54032158851624
18	-418.031	96.8569	-317.573	-524.025	1000.0	-42.0587	0.17938	-37.9487	-42.088	76000	6.31809e-09	549.951	-0.0164236	-18.1021	5.23827	0.016986	0.23875	6.0	82.22085857391357
19	-483.299	63.5852	-401.938	-579.794	1000.0	-39.986	1.63969	19.24	-40.1269	80000	-2.26498e-09	547.082	-0.0482285	-12.986	5.19492	0.0154601	0.26825	24.0	85.44860410690308
20	-472.866	218.559	-288.844	-834.28	1000.0	-40.8968	0.647402	-19.2294	-40.9394	84000	3.91006e-08	706.056	-0.0516545	-6.65283	5.2255	0.0162048	0.286	26.0	91.14327073097229
21	-398.604	176.455	-273.962	-703.162	1000.0	-41.7648	0.870841	4.59793	-41.8019	88000	-1.91927e-08	500.279	-0.0256815	-15.0616	5.23574	0.0158982	0.184	9.0	95.51766276359558
22	-334.087	51.4264	-264.686	-409.664	1000.0	-39.9194	0.31815	-28.0477	-39.9378	92000	5.1856e-08	286.29	-0.0138954	-74.3331	5.19254	0.0185458	0.27	5.0	100.13285613059998
23	-378.124	104.388	-283.833	-554.015	1000.0	-35.2828	1.65651	1.3098	-35.4657	96000	-7.7486e-08	363.221	-0.0174642	-3.88803	5.18398	0.0167261	0.24775	6.0	105.57859921455383
24	-465.03	51.1387	-410.401	-522.489	1000.0	-24.6514	23.8499	34.1916	-34.7988	100000	4.92334e-08	1053.11	-0.05631	-604.721	5.15726	0.0154383	0.27925	31.0	109.30059432983398
25	-365.569	31.7074	-322.454	-398.166	1000.0	-36.8122	1.60138	12.3269	-36.9776	104000	1.64509e-08	163.486	-0.0454995	-21.5895	5.18467	0.0157924	0.24725	25.0	115.36193561553955
26	-356.254	52.2768	-297.655	-438.149	1000.0	-34.2341	1.84914	-2.54277	-34.8483	108000	2.6226e-09	247.451	-0.0543157	-20.5462	5.08917	0.0157097	0.28675	28.0	120.1059672832489
27	-421.678	102.729	-306.943	-586.512	1000.0	-31.3739	2.48379	-9.21993	-33.195	112000	-3.57628e-09	575.153	-0.0152756	-30.2117	5.10614	0.0169932	0.25	5.0	124.94781684875488
28	-336.639	89.1539	-256.869	-476.293	1000.0	-32.1209	2.66593	-10.1718	-35.3695	116000	-1.26362e-08	249.88	-0.0465355	-39.4991	5.04989	0.0158531	0.25	21.0	132.40550637245178
29	-476.496	123.295	-353.126	-625.766	1000.0	-30.3535	4.63545	2.75183	-35.7859	120000	4.20809e-08	656.283	-0.0642487	-145.586	5.11491	0.0152498	0.30775	44.0	140.0565767288208
30	-559.728	141.826	-353.322	-752.331	1000.0	-36.9533	7.03231	-0.637644	-41.6638	124000	-4.72069e-08	685.214	-0.0420431	-179.132	5.04475	0.015896	0.1965	16.0	146.93014812469482
31	-341.099	41.5556	-304.202	-411.345	1000.0	-28.1177	10.4322	-6.2828	-48.8741	128000	-2.7895e-08	119.677	-0.0467672	-15.5708	5.06766	0.0155446	0.242	21.0	152.65783977508545
32	-355.476	72.8646	-281.936	-429.396	1000.0	-32.1948	10.0721	7.36882	-49.0865	132000	1.7643e-08	254.927	-0.0152356	-18.2483	5.05739	0.0204919	0.259	5.0	156.792786359787
33	-325.288	61.7158	-266.571	-423.177	1000.0	-28.7428	8.95288	5.21393	-48.788	136000	-4.52995e-09	126.431	-0.0147354	-13.5057	4.9997	0.01846	0.226	5.0	161.12916350364685
34	-289.44	30.9252	-257.647	-327.464	1000.0	-28.0803	7.821	-13.811	-48.6236	140000	-5.00679e-09	165.386	-0.046331	-24.9546	5.00623	0.0158836	0.23875	22.0	165.64472770690918
35	-274.793	64.3777	-183.51	-353.7	1000.0	-22.6716	7.49061	2.19551	-48.3004	144000	8.22544e-09	109.676	-0.0176504	-18.6482	5.02392	0.0144804	0.24275	6.0	170.10379552841187
36	-287.29	52.1141	-241.32	-375.301	1000.0	-25.244	6.24251	-1.24782	-47.989	148000	1.23978e-08	107.828	-0.01244	-11.7727	4.91896	0.022085	0.275	4.0	175.91068315505981
37	-228.079	56.9331	-131.202	-272.332	1000.0	-23.9572	5.95258	-10.4285	-47.894	152000	1.28746e-08	143.909	-0.0321004	-58.6836	4.94038	0.0163344	0.20175	13.0	181.9503617286682
38	-241.673	28.3768	-210.423	-286.029	1000.0	-21.3819	3.74095	20.6331	-46.5864	156000	1.95503e-08	93.4593	-0.0187368	-11.3583	4.8787	0.0164531	0.21975	6.0	187.46727871894836
39	-255.225	17.9734	-231.067	-281.384	1000.0	-21.4693	4.9679	21.5547	-46.8502	160000	1.72853e-08	162.641	-0.0368095	-32.3806	4.86817	0.0157598	0.19825	14.0	191.92451095581055
40	-273.883	21.1357	-247.379	-304.714	1000.0	-21.7965	7.14807	-1.02562	-46.3736	164000	-2.76566e-08	143.526	-0.0502741	-28.3611	4.91034	0.0160739	0.27725	25.0	198.2068886756897
41	-356.981	134.867	-178.434	-555.154	1000.0	-24.8694	11.6402	-2.80313	-48.185	168000	-1.71661e-08	376.537	-0.042079	-102.234	4.87611	0.0163466	0.21175	16.0	203.26738381385803
42	-288.116	107.077	-154.087	-413.647	1000.0	-25.4935	14.1122	0.299691	-51.0935	172000	2.48551e-08	212.681	-0.0209509	-20.1193	4.86962	0.0145837	0.21925	7.0	207.5685715675354
43	-206.808	44.5063	-160.882	-261.112	1000.0	-24.8458	15.4949	22.1501	-51.8088	176000	3.95775e-08	296.492	-0.0353589	-216.195	4.80694	0.0164821	0.216	13.0	213.26507711410522
44	-228.359	69.6117	-146.467	-338.322	1000.0	-17.4046	7.27429	-0.690515	-50.5307	180000	1.83582e-08	168.504	-0.01448	-47.998	4.77786	0.0200885	0.22875	5.0	216.32576298713684
45	-366.066	220.027	-112.858	-631.265	1000.0	-27.5204	13.8583	-9.99858	-51.179	184000	1.35899e-08	368.822	-0.0131539	-119.371	4.81385	0.0186988	0.22175	5.0	220.18429398536682
46	-247.652	71.3813	-162.321	-357.319	1000.0	-23.8675	15.9406	5.5241	-53.5076	188000	2.98023e-09	307.776	-0.0281178	-50.2097	4.79697	0.014667	0.21975	9.0	224.44680190086365
47	-210.272	108.237	-90.8904	-352.036	1000.0	-17.6748	15.6404	26.5327	-53.9579	192000	-7.62939e-09	255.516	-0.0127151	-29.9919	4.76557	0.0215968	0.255	5.0	228.2900369167328
48	-243.592	150.249	-92.264	-467.521	1000.0	-19.6548	17.3474	23.9714	-54.2496	196000	3.33786e-09	344.261	-0.0513533	-67.2744	4.78857	0.015781	0.27375	29.0	232.74880361557007
49	-234.749	141.888	-49.6723	-416.714	1000.0	-20.1344	18.7187	43.8544	-55.5908	200000	1.07288e-08	167.125	-0.0414581	-31.2001	4.79306	0.0167421	0.243	17.0	236.95034050941467
50	-276.925	193.84	-157.554	-612.503	1000.0	-20.9983	20.3964	4.618	-55.9828	204000	-1.54972e-08	255.583	-0.0136088	-46.845	4.70743	0.0194439	0.24475	5.0	241.3070514202118
51	-187.066	80.3018	-106.561	-271.013	1000.0	-14.8307	15.7677	8.61181	-56.9267	208000	1.57356e-08	228.223	-0.0456827	-74.9167	4.70045	0.0161879	0.24725	21.0	245.16386461257935
52	-207.287	188.519	-19.0296	-521.332	1000.0	-17.8135	14.4454	20.3355	-56.4011	212000	-1.09673e-08	317.673	-0.0338659	-102.316	4.64381	0.0165976	0.21025	13.0	249.6007363796234
53	-206.491	97.1517	-125.842	-371.604	1000.0	-15.2297	17.5605	34.6799	-57.2382	216000	3.0756e-08	306.911	-0.0405623	-85.9591	4.62786	0.0159573	0.2605	19.0	252.7118854522705
54	-173.168	10.0681	-157.418	-185.307	1000.0	-12.9371	15.8525	17.7133	-57.9481	220000	3.69549e-09	162.896	-0.0153041	-54.0368	4.66589	0.0162554	0.202	5.0	256.5753037929535
55	-332.016	141.077	-190.374	-561.933	1000.0	-18.9265	16.8521	9.47135	-57.371	224000	1.28746e-08	677.11	-0.0453764	-330.987	4.60591	0.0154696	0.227	20.0	260.9411358833313
56	-212.087	79.3509	-76.3899	-277.719	1000.0	-18.8108	24.9018	2.83963	-60.5537	228000	1.75238e-08	300.116	-0.0132023	-115.235	4.60384	0.0142705	0.226	5.0	264.81532645225525
57	-125.81	64.2209	-49.6238	-201.668	1000.0	-9.87254	14.2541	11.1676	-59.1233	232000	-1.78814e-08	182.832	-0.0125233	-60.0774	4.64975	0.019912	0.2565	4.0	268.99848556518555
58	-90.5407	36.8254	-54.3942	-141.182	1000.0	-7.66577	8.75469	23.5974	-57.9998	236000	-1.04904e-08	129.418	-0.0291421	-27.2079	4.62575	0.0149285	0.16925	11.0	272.0287706851959
59	-38.3872	48.3032	2.49603	-120.646	1000.0	-5.60105	6.18099	19.3211	-57.2254	240000	-2.38419e-09	120.67	-0.0177725	-28.9271	4.59643	0.0152098	0.16275	6.0	275.88622999191284
60	-153.418	192.243	-7.68111	-483.798	1000.0	-5.84742	7.15556	25.9306	-56.17	244000	-4.05312e-09	558.556	-0.0473735	-365.755	4.6177	0.0154421	0.293	24.0	280.67136335372925
61	-158.4	63.5275	-107.136	-266.291	1000.0	-13.2303	19.0804	26.9762	-59.9634	248000	4.76837e-09	234.919	-0.0107284	-114.289	4.59354	0.024915	0.28075	4.0	284.9107663631439
62	-76.5887	68.6715	-12.0446	-187.407	1000.0	-9.95317	10.935	15.5072	-58.4794	252000	2.57492e-08	179.179	-0.0444096	-52.2973	4.59503	0.0154233	0.258	21.0	289.34039998054504
63	-101.879	54.4314	-41.5254	-181.299	1000.0	-6.31407	11.2383	17.3189	-56.1238	256000	9.53674e-09	166.334	-0.018278	-43.4175	4.58459	0.0167889	0.2125	6.0	292.30668568611145
64	-73.3936	87.0604	49.8889	-172.197	1000.0	-4.61477	9.89371	8.42936	-56.4751	260000	-5.00679e-08	173.92	-0.0143723	-56.6713	4.59199	0.0168894	0.19375	5.0	296.15677309036255
65	-134.177	239.908	56.3432	-543.951	1000.0	-9.52295	11.2828	21.3312	-54.5815	264000	-2.24113e-08	427.072	-0.0760812	-220.004	4.52932	0.0128581	0.38525	79.0	301.0910577774048
66	20.4561	27.8042	52.9766	-19.8725	1000.0	0.909838	10.3243	15.114	-58.7792	268000	-2.38419e-08	195.898	-0.0173733	-76.5236	4.47593	0.0155945	0.2235	5.0	305.3765344619751
67	-26.8965	94.206	61.2738	-185.573	1000.0	0.766372	8.59926	24.6782	-55.7441	272000	-1.43051e-09	175.874	-0.0118707	-66.2795	4.50564	0.0161074	0.231	4.0	308.3241477012634
68	-225.897	130.535	-53.5146	-421.107	1000.0	-9.06555	17.8946	24.1792	-57.5191	276000	2.86102e-08	692.643	-0.0140216	-307.308	4.46283	0.0170117	0.22875	5.0	312.0470058917999
69	7.43419	33.4476	44.1023	-45.2981	1000.0	-6.44617	17.0335	33.5669	-61.2645	280000	6.67572e-09	287.09	-0.0341789	-208.501	4.51673	0.0173523	0.20675	13.0	316.4843807220459
70	55.7378	88.5621	173.584	-75.8762	1000.0	0.727513	9.11218	16.8086	-56.7984	284000	-1.43051e-08	278.436	-0.0156263	-130.2	4.43394	0.0194738	0.27275	5.0	319.85564136505127
71	52.9841	35.784	90.8202	7.17185	1000.0	10.0184	9.29484	25.966	-53.9408	288000	2.14577e-09	123.602	-0.0148596	-46.1584	4.44148	0.0163501	0.224	5.0	324.54385018348694
72	-67.423	45.7903	-2.34851	-113.174	1000.0	2.59673	10.7377	17.1324	-54.9042	292000	-9.53674e-09	324.767	-0.0489753	-129.53	4.42025	0.0162111	0.29375	24.0	327.71266651153564
73	-47.1088	186.839	144.879	-306.468	1000.0	-4.79088	18.5562	31.0842	-57.4634	296000	2.00272e-08	352.487	-0.0466153	-88.4326	4.33805	0.0160091	0.24225	20.0	331.75195264816284
74	95.2119	33.3919	125.413	42.3617	1000.0	6.83517	9.67001	26.1709	-56.0306	300000	-2.08616e-08	173.65	-0.0132264	-73.0526	4.35042	0.0206029	0.20275	4.0	335.90898633003235
75	35.5431	59.1692	112.709	-53.5213	1000.0	5.65962	11.2633	36.749	-56.2197	304000	-2.86102e-09	196.042	-0.0140826	-46.3206	4.36777	0.0177775	0.2445	5.0	339.80864000320435
76	64.244	26.4513	102.716	28.4783	1000.0	9.18316	6.98554	31.3277	-45.1056	308000	-1.81198e-08	108.772	-0.0407791	-31.4822	4.3498	0.016604	0.23175	17.0	344.082004070282
77	85.5432	81.0146	141.167	-54.0892	1000.0	4.49263	7.904	25.2434	-49.5045	312000	2.38419e-10	252.311	-0.0166274	-84.6744	4.3374	0.0157406	0.24925	5.0	348.01800775527954
78	27.315	80.166	164.556	-35.972	1000.0	10.8484	9.73028	26.4492	-50.5464	316000	-1.14441e-08	195.212	-0.0171557	-70.1656	4.33527	0.0155585	0.23475	6.0	352.1516082286835
79	18.6434	139.558	178.429	-157.096	1000.0	2.39908	10.6131	23.0738	-56.6235	320000	2.12193e-08	385.571	-0.0164138	-142.922	4.31233	0.0149215	0.163	6.0	356.0651216506958
80	31.6341	60.1075	109.184	-52.0135	1000.0	3.88329	16.305	30.4189	-57.4342	324000	-1.90735e-09	209.355	-0.0129232	-69.9316	4.35018	0.0167623	0.21075	5.0	360.6045513153076
81	-104.414	188.765	63.0136	-424.714	1000.0	-1.55322	17.1386	25.367	-51.5436	328000	1.71661e-08	527.812	-0.0567244	-240.4	4.33276	0.0154146	0.29925	30.0	365.1429226398468
82	49.6823	101.704	133.102	-124.056	1000.0	1.72943	18.8029	17.6783	-59.5308	332000	-6.79493e-09	236.633	-0.0155534	-119.101	4.30129	0.0185618	0.224	5.0	369.3231155872345
83	17.3725	71.2231	79.6132	-94.6308	1000.0	4.70862	14.8131	19.0436	-50.6685	336000	-9.05991e-09	278.963	-0.0426219	-66.8494	4.28789	0.0151666	0.225	20.0	372.43335485458374
84	42.3939	48.6023	88.5274	-37.2734	1000.0	6.3825	14.089	25.785	-52.1425	340000	6.4373e-09	232.789	-0.0348569	-47.7366	4.28047	0.0168433	0.19875	14.0	376.50622367858887
85	78.5821	112.024	206.37	-93.6369	1000.0	7.73371	10.8366	25.1402	-46.6444	344000	3.33786e-09	178.709	-0.0261561	-57.0316	4.29818	0.0159314	0.19025	9.0	380.6279935836792
86	164.452	66.0121	260.34	73.963	1000.0	11.2995	11.5231	26.3244	-46.5366	348000	-1.37091e-08	204.906	-0.0154581	-84.9858	4.19641	0.0190803	0.27175	5.0	384.64971804618835
87	58.3631	122.616	181.826	-143.48	1000.0	11.0067	13.2705	33.8535	-50.8293	352000	4.88758e-09	379.753	-0.013928	-140.545	4.23269	0.0181527	0.24075	5.0	388.7358043193817
88	35.2321	95.4313	100.643	-129.154	1000.0	5.75757	19.8243	38.3899	-59.6237	356000	-2.02656e-08	256.367	-0.0415488	-81.1184	4.23668	0.015584	0.22725	17.0	391.81464552879333
89	98.4706	71.9603	173.806	-7.59349	1000.0	9.76255	13.2836	25.5369	-48.6297	360000	1.19209e-10	205.496	-0.0230853	-37.5615	4.17341	0.0169614	0.2	7.0	395.90559673309326
90	-17.6423	164.777	102.169	-300.557	1000.0	6.07752	15.2701	24.6531	-45.7921	364000	-1.04904e-08	425.332	-0.0141147	-175.217	4.21179	0.0166222	0.22475	4.0	401.3684136867523
91	125.863	115.263	206.442	-72.0353	1000.0	10.2676	17.5669	32.9306	-56.9268	368000	1.90735e-09	318.425	-0.0120446	-123.314	4.17516	0.0186746	0.2235	5.0	404.4679682254791
92	-98.4143	186.911	210.337	-253.041	1000.0	2.13834	19.8389	44.5704	-52.5797	372000	-1.3113e-09	517.222	-0.0162556	-228.318	4.20157	0.0176841	0.23925	5.0	408.81710290908813
93	127.418	93.0719	249.579	-7.99946	1000.0	8.19207	17.0563	31.6986	-60.5207	376000	1.00136e-08	272.985	-0.0431089	-76.0149	4.16339	0.0167936	0.24325	19.0	413.1056635379791
94	57.5735	73.1358	170.14	-18.0392	1000.0	7.7909	17.9462	29.5988	-55.0443	380000	4.76837e-10	304.086	-0.0143332	-72.0427	4.13533	0.0178954	0.25625	5.0	417.0673089027405
95	148.217	41.224	193.635	86.1602	1000.0	12.5839	15.0744	40.3671	-54.9408	384000	-4.29153e-09	159.51	-0.0153021	-39.1934	4.11639	0.0153914	0.19725	5.0	421.1746518611908
96	64.8814	173.268	200.674	-228.816	1000.0	7.37103	19.9736	37.4397	-52.0852	388000	3.09944e-09	298.131	-0.0164753	-74.1106	4.10273	0.0159657	0.181	5.0	424.14455366134644
97	60.6723	185.565	187.233	-260.007	1000.0	7.50759	19.3599	29.1017	-55.8145	392000	-2.59876e-08	412.421	-0.0182801	-91.2747	4.1629	0.0179136	0.24975	6.0	428.0303328037262
98	32.4081	166.549	230.251	-151.056	1000.0	-2.23022	23.5617	35.0528	-60.7033	396000	2.0504e-08	512.518	-0.018873	-144.722	4.12396	0.0143034	0.243	7.0	432.23635935783386
99	137.873	79.7951	265.754	47.0274	1000.0	13.241	14.1256	34.6143	-53.5485	400000	-1.26362e-08	183.599	-0.0371992	-58.1287	4.07711	0.015851	0.212	16.0	436.29008650779724
100	196.754	40.6737	258.792	157.533	1000.0	14.3463	9.04022	30.3755	-47.3432	404000	-1.19209e-08	230.552	-0.0172105	-84.525	4.09874	0.0166664	0.1635	6.0	440.857439994812
101	224.246	159.265	399.929	49.0051	1000.0	17.7513	10.5154	54.6642	-42.9711	408000	-3.09944e-09	327.918	-0.0311338	-99.2104	4.07465	0.0160779	0.2135	12.0	444.4557354450226
102	70.1744	233.4	252.836	-326.54	1000.0	16.8051	18.3868	56.0713	-52.2908	412000	-4.52995e-09	501.11	-0.0454462	-250.318	4.11972	0.0165549	0.253	21.0	449.1293957233429
103	135.318	115.848	233.861	-50.2897	1000.0	6.99154	21.1789	44.111	-55.6224	416000	5.00679e-09	287.016	-0.0331146	-124.563	4.05742	0.017706	0.20025	13.0	452.1707854270935
104	143.669	197.72	294.38	-196.146	1000.0	14.3988	16.6934	30.2229	-39.833	420000	3.5286e-08	514.565	-0.0488088	-117.796	4.0157	0.0157469	0.26525	23.0	456.8763470649719
105	256.133	35.2749	304.042	205.493	1000.0	22.359	15.1274	33.8217	-49.0168	424000	1.14441e-08	230.591	-0.0183515	-93.3408	4.01774	0.016079	0.1925	6.0	460.8546018600464
106	221.081	30.6695	257.446	172.451	1000.0	25.3136	7.83141	46.5699	-36.7018	428000	-1.97887e-08	144.093	-0.0165219	-35.0681	3.99269	0.0133376	0.17775	5.0	464.97137117385864
107	177.596	118.643	300.373	-15.9725	1000.0	18.1425	11.1967	41.4309	-46.2041	432000	-1.12057e-08	337.89	-0.0329275	-97.1649	3.97755	0.0166704	0.25125	13.0	469.0636372566223
108	202.304	95.6075	349.833	86.2185	1000.0	20.0778	12.9821	33.9994	-34.2504	436000	4.17233e-09	241.299	-0.0335902	-66.5679	4.05249	0.0172123	0.25175	12.0	473.59323930740356
109	157.7	100.568	284.399	4.26496	1000.0	18.1005	13.5591	35.834	-39.9165	440000	5.96046e-10	330.814	-0.0390186	-87.6435	4.00169	0.0151694	0.23725	16.0	478.54409766197205
110	279.093	96.1194	381.231	150.231	1000.0	17.6553	9.4703	40.4189	-48.3415	444000	-2.67029e-08	226.833	-0.0440071	-102.79	3.98637	0.0158353	0.236	21.0	482.6918008327484
111	293.354	93.8259	413.335	198.088	1000.0	26.1344	8.98451	52.4061	-40.2346	448000	-9.17912e-09	225.916	-0.0153658	-47.3405	3.89795	0.0221429	0.26875	4.0	488.89434599876404
112	262.294	148.458	374.481	11.0403	1000.0	24.7935	10.6456	52.0974	-43.1274	452000	5.55515e-08	425.607	-0.0326493	-175.445	3.8626	0.0162846	0.2195	14.0	493.9127323627472
113	294.365	101.507	451.116	203.712	1000.0	25.7066	18.1587	62.6935	-59.98	456000	1.62125e-08	342.97	-0.0244796	-109.405	3.89594	0.0148939	0.2005	10.0	497.43799233436584
114	325.432	105.916	398.282	142.525	1000.0	29.2828	12.4541	56.1781	-51.8905	460000	-1.19209e-08	338.424	-0.0510972	-100.276	3.92785	0.0157952	0.276	26.0	502.33418703079224
115	277.809	94.7956	367.234	131.883	1000.0	29.2447	17.415	66.0905	-56.772	464000	1.00136e-08	447.486	-0.0341725	-160.728	3.94765	0.0160161	0.195	13.0	506.06516909599304
116	286.138	129.261	379.173	63.2481	1000.0	27.6341	9.58651	47.4067	-24.8928	468000	-8.10623e-09	233.227	-0.0167577	-42.7304	3.92172	0.0161893	0.2005	5.0	510.5045590400696
117	276.38	61.8645	375.854	206.555	1000.0	25.4892	11.6389	53.0187	-35.6037	472000	-2.38419e-09	286.213	-0.0487137	-59.1016	3.95415	0.0159641	0.27975	23.0	514.4404084682465
118	241.912	157.542	362.11	-24.3115	1000.0	25.9172	13.9739	44.0485	-46.6432	476000	-3.09944e-09	330.579	-0.0153244	-90.9789	3.89493	0.0162828	0.202	5.0	518.8393006324768
119	282.838	119.62	384.981	84.1769	1000.0	25.0083	16.1186	39.485	-38.1601	480000	-4.30346e-08	614.151	-0.034232	-259.934	3.82492	0.0155078	0.23775	13.0	522.7740006446838
120	299.835	125.029	431.926	105.723	1000.0	26.2003	17.5622	68.1756	-60.3581	484000	1.14441e-08	409.295	-0.0348696	-119.414	3.83341	0.0166493	0.24775	13.0	528.4825658798218
121	232.05	177.785	475.843	10.5254	1000.0	26.1938	18.6869	52.4811	-49.1439	488000	2.0504e-08	397.821	-0.0140787	-99.5863	3.80117	0.0182212	0.2365	4.0	531.4442684650421
122	142.251	187.553	417.893	-107.994	1000.0	18.2307	24.6639	55.6615	-55.9923	492000	-1.28746e-08	581.184	-0.0279546	-131.774	3.8248	0.015562	0.19725	10.0	535.7141082286835
123	369.757	105.914	466.061	194.016	1000.0	27.6886	12.4448	56.1299	-58.4009	496000	-1.0252e-08	306.354	-0.0145585	-98.1147	3.81562	0.0156671	0.2385	5.0	540.0645277500153
124	343.276	83.3841	446.585	213.905	1000.0	32.4025	13.9086	70.8989	-37.221	500000	-1.57356e-08	313.913	-0.029647	-101.287	3.80077	0.0159154	0.2035	12.0	544.0416734218597
125	353.514	76.3569	423.048	224.57	1000.0	31.6469	10.0204	69.5285	-25.5741	504000	5.48363e-09	238.9	-0.0305451	-62.9845	3.82472	0.0164082	0.1695	11.0	548.450359582901
126	261.366	118.091	416.645	87.5884	1000.0	30.9437	10.3128	67.507	-27.3284	508000	3.8147e-09	516.619	-0.0126705	-208.662	3.76311	0.0171938	0.20375	4.0	552.3599429130554
127	295.827	190.865	508.924	26.5347	1000.0	26.2738	17.2705	44.9213	-44.6485	512000	-5.72205e-09	550.849	-0.0109698	-174.688	3.77274	0.0188448	0.249	3.0	556.627641916275
128	392.725	68.1453	467.548	289.435	1000.0	32.3121	17.7931	59.3247	-49.1955	516000	1.81198e-08	476.889	-0.0343763	-208.8	3.7459	0.0156327	0.25975	14.0	559.8458940982819
129	328.157	136.141	461.845	114.0	1000.0	32.9138	13.35	57.5702	-46.0159	520000	3.57628e-10	473.619	-0.0742341	-166.449	3.74496	0.0141131	0.3705	79.0	566.0331690311432
130	328.027	14.7791	347.066	311.572	1000.0	31.9511	17.1631	67.3904	-55.1068	524000	-1.19209e-09	368.446	-0.0366833	-128.177	3.7049	0.0155376	0.2505	13.0	570.734742641449
131	252.134	183.914	473.732	-32.6804	1000.0	29.9375	13.6842	57.1665	-47.694	528000	1.23978e-08	571.117	-0.0119789	-173.715	3.71138	0.0166261	0.21075	4.0	574.3925886154175
132	390.185	89.9877	471.769	240.195	1000.0	32.1582	13.6509	41.2097	-51.9147	532000	-9.53674e-10	257.408	-0.0689014	-70.5265	3.71673	0.0151891	0.3635	69.0	579.4347779750824
