Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
133	358.016	81.0491	474.609	257.838	1000.0	34.3276	14.2978	44.3983	-39.2206	536000	2.26498e-08	315.923	-0.0132335	-121.394	3.68846	0.0152446	0.22525	4.0	583.5849981307983
134	398.143	71.5675	465.491	291.016	1000.0	32.0077	9.47187	52.7112	-36.0244	540000	-2.59876e-08	299.144	-0.0328366	-77.3784	3.60024	0.0155402	0.209	12.0	587.5832736492157
135	293.412	181.024	444.354	-14.1486	1000.0	34.0868	15.2966	52.3161	-38.5611	544000	-2.14577e-08	622.085	-0.0322536	-340.68	3.63621	0.0168617	0.2485	11.0	591.8314960002899
136	346.719	86.0652	436.758	258.173	1000.0	29.0917	20.8834	72.4469	-65.351	548000	1.19209e-08	395.373	-0.0223221	-144.217	3.61123	0.0156515	0.199	7.0	595.7253923416138
137	395.097	68.5233	474.446	319.543	1000.0	31.9209	12.0714	52.1337	-42.8762	552000	1.40071e-08	388.207	-0.0338112	-95.7837	3.55889	0.0171932	0.27025	13.0	600.0569803714752
138	247.358	50.6375	313.323	180.512	1000.0	32.8624	15.4832	64.9977	-50.9088	556000	9.05991e-09	583.586	-0.012628	-221.07	3.58362	0.0205586	0.27425	4.0	604.3064818382263
139	339.766	116.126	473.653	199.783	1000.0	22.061	15.5637	49.8929	-47.4134	560000	-9.53674e-10	563.247	-0.01403	-207.588	3.54345	0.0205844	0.2565	4.0	607.2733426094055
140	421.201	57.8437	489.571	329.532	1000.0	34.1263	13.94	63.2268	-40.0352	564000	1.14441e-08	407.592	-0.0119261	-71.6672	3.53385	0.0148975	0.19625	4.0	611.7048628330231
141	386.042	62.0403	456.252	312.327	1000.0	38.622	12.7984	69.7124	-45.7302	568000	-1.26958e-08	387.47	-0.0130195	-55.3178	3.55114	0.0151583	0.161	4.0	615.7452471256256
142	491.591	145.499	719.178	318.781	1000.0	38.2357	9.23293	65.3956	-25.9143	572000	-1.84774e-09	549.266	-0.0194096	-119.48	3.55614	0.0140244	0.211	6.0	619.7903940677643
143	408.941	78.425	492.38	293.796	1000.0	39.9542	11.1377	72.5683	-31.2992	576000	2.76566e-08	337.559	-0.0134837	-72.5689	3.55933	0.0182702	0.19275	4.0	624.3012101650238
144	432.976	36.379	477.023	377.656	1000.0	37.4273	12.1105	70.9222	-38.7483	580000	2.90871e-08	352.175	-0.0352034	-81.3549	3.48297	0.0157752	0.2435	14.0	628.2466790676117
145	554.583	48.7317	637.696	515.554	1000.0	45.1723	13.8063	72.6092	-23.5641	584000	-1.07288e-08	479.422	-0.0338066	-105.394	3.53505	0.0153758	0.221	14.0	632.723974943161
146	597.812	115.866	713.707	442.601	1000.0	46.393	11.8561	75.0613	-11.0109	588000	9.53674e-09	325.312	-0.0422602	-118.163	3.51641	0.0161784	0.2525	19.0	636.7868762016296
147	490.171	99.6841	608.715	368.161	1000.0	55.5931	15.9426	89.0725	3.35226	592000	3.54052e-08	549.641	-0.0474884	-248.937	3.48788	0.0154565	0.25825	23.0	641.1605126857758
148	470.122	102.458	571.191	328.303	1000.0	43.2537	11.0794	71.5426	-29.1361	596000	1.90735e-09	451.695	-0.0568319	-68.2462	3.49455	0.0157381	0.29175	31.0	644.4380879402161
149	493.635	50.8309	577.714	447.585	1000.0	42.7934	10.6124	74.2606	-31.4828	600000	-9.53674e-09	492.839	-0.0473131	-81.7309	3.41915	0.0158541	0.25325	23.0	648.9855935573578
150	621.867	140.348	821.033	471.927	1000.0	50.4348	17.8366	83.8216	-31.9536	604000	-7.15256e-10	891.463	-0.0405669	-262.889	3.47485	0.0160784	0.2155	15.0	654.1911857128143
151	496.23	44.5161	546.097	436.555	1000.0	41.0794	22.7369	88.5769	-30.1312	608000	1.57356e-08	656.833	-0.0227218	-275.365	3.41905	0.0172407	0.192	8.0	658.1984691619873
152	552.825	45.3819	628.722	511.669	1000.0	46.0902	9.02539	78.0761	-18.2635	612000	2.20537e-08	483.908	-0.0469643	-213.894	3.45985	0.0165618	0.286	19.0	662.5316393375397
153	703.323	73.6265	823.108	622.483	1000.0	54.6206	16.5554	86.2912	-2.18446	616000	1.07288e-09	402.894	-0.0170091	-106.167	3.34242	0.0135779	0.18875	5.0	666.7396008968353
154	571.161	102.327	722.823	468.742	1000.0	61.7716	17.3834	90.9993	23.6562	620000	-5.3525e-08	410.791	-0.0112561	-144.661	3.41108	0.0164899	0.1805	4.0	670.645455121994
155	577.721	80.4111	713.356	505.007	1000.0	49.4301	17.7374	86.0277	-12.4532	624000	8.58307e-09	458.877	-0.0566116	-114.655	3.38401	0.0149664	0.30275	33.0	675.2476949691772
156	721.394	41.9159	764.721	664.93	1000.0	60.0935	12.444	86.2229	-28.2189	628000	-5.72205e-09	500.507	-0.0376444	-125.625	3.37854	0.0170167	0.2445	14.0	679.5226066112518
157	559.76	149.495	698.597	319.604	1000.0	58.3627	20.4026	88.5131	-29.703	632000	3.33786e-09	555.586	-0.01417	-116.492	3.31915	0.0171762	0.1805	4.0	682.492048740387
158	604.477	145.021	757.201	376.497	1000.0	49.0051	17.6779	87.5638	-23.1529	636000	9.53674e-10	378.079	-0.0192669	-97.7063	3.36484	0.0159011	0.1895	6.0	686.4496507644653
159	809.294	96.7316	955.587	710.01	1000.0	69.6146	15.0593	91.8466	-2.56215	640000	3.67165e-08	515.537	-0.0742815	-76.5898	3.35197	0.0150915	0.3855	71.0	691.2631742954254
160	669.443	179.199	866.438	470.339	1000.0	60.2237	18.5901	92.9277	5.34945	644000	-1.23978e-08	328.921	-0.0204237	-33.9641	3.22036	0.0184849	0.20125	5.0	696.480800151825
161	533.527	210.473	874.608	348.376	1000.0	56.5328	22.343	91.2571	-29.7021	648000	5.72205e-09	1107.41	-0.0189915	-356.047	3.22945	0.0143808	0.24875	5.0	700.6814148426056
162	663.208	80.0517	751.957	533.951	1000.0	58.1551	27.1819	88.7859	-52.4493	652000	-2.13981e-08	891.13	-0.0545589	-196.213	3.21345	0.0153492	0.28825	28.0	704.9599151611328
163	673.694	221.445	1048.04	496.41	1000.0	50.9771	25.1087	91.491	-31.723	656000	9.53674e-10	624.12	-0.0187887	-156.531	3.14238	0.0150681	0.22525	5.0	708.9893476963043
164	715.904	106.511	855.381	603.418	1000.0	67.4828	27.4172	96.0636	-24.0363	660000	2.40803e-08	775.127	-0.0302486	-128.353	3.15483	0.0166675	0.21975	12.0	713.3381879329681
165	651.351	145.13	893.67	525.526	1000.0	49.572	23.7814	94.558	-21.5852	664000	2.19345e-08	339.469	-0.0234804	-122.88	3.13201	0.0171981	0.19975	7.0	717.7244868278503
166	626.724	165.592	902.044	459.577	1000.0	56.1821	20.9912	96.6061	12.5499	668000	2.38419e-08	308.526	-0.0691532	-28.3316	3.19445	0.0146894	0.3665	79.0	721.4769842624664
167	465.158	165.644	734.489	287.096	1000.0	53.2496	20.7483	96.629	-1.20996	672000	8.10623e-09	623.111	-0.0180699	-236.45	3.16246	0.014758	0.185	4.0	725.8923718929291
168	620.062	70.1952	677.674	503.245	1000.0	45.006	16.4851	87.4866	-0.805338	676000	4.29153e-09	475.256	-0.0461607	-161.749	3.18606	0.0163155	0.2835	19.0	730.6894397735596
169	560.028	122.113	714.687	414.685	1000.0	52.5486	20.5417	93.52	-15.2515	680000	-4.29153e-09	496.512	-0.048827	-86.42	3.11125	0.0155593	0.29075	22.0	735.5257437229156
170	777.091	198.587	1017.59	494.634	1000.0	62.554	21.5388	94.768	-21.8916	684000	7.62939e-09	593.435	-0.0360173	-155.251	3.11212	0.0161748	0.228	15.0	740.6654980182648
171	581.441	64.3775	689.562	523.31	1000.0	57.8844	19.7084	96.5506	-6.09492	688000	-2.5034e-09	354.696	-0.0554112	-111.617	3.1217	0.0150293	0.30325	32.0	745.2475023269653
172	618.738	92.4526	765.734	538.967	1000.0	53.8689	14.7782	89.4309	-8.20901	692000	5.24521e-09	220.471	-0.0157758	-28.9589	3.12202	0.0157527	0.25225	4.0	749.4232649803162
173	604.997	87.7214	750.298	528.939	1000.0	49.2646	12.362	87.785	21.9472	696000	1.43051e-09	270.154	-0.012053	-53.0174	3.1224	0.0173939	0.23475	4.0	752.3922595977783
174	783.706	181.088	1028.18	605.331	1000.0	68.8667	20.4581	98.7362	2.00388	700000	2.38419e-10	602.597	-0.0174809	-93.7914	3.13423	0.018175	0.2405	5.0	757.061075925827
175	925.314	66.8136	1010.72	842.525	1000.0	84.7776	13.8652	103.115	10.7271	704000	-1.38283e-08	622.882	-0.0130826	-102.514	3.04615	0.0181961	0.23925	4.0	761.4329259395599
176	673.633	175.982	977.151	555.943	1000.0	60.0475	26.2503	102.719	-22.8283	708000	5.48363e-09	477.124	-0.0176284	-98.8895	3.0999	0.015071	0.20425	6.0	764.4218804836273
177	711.733	209.214	1061.74	509.685	1000.0	58.8441	19.2908	100.397	-6.34582	712000	9.53674e-09	476.588	-0.0151047	-82.7729	3.07371	0.0195343	0.25575	5.0	768.1879529953003
178	794.093	162.049	976.731	541.414	1000.0	74.3696	23.2775	106.021	-29.3362	716000	9.77516e-09	423.859	-0.0301805	-56.5703	3.09479	0.0150228	0.22575	12.0	773.4336071014404
179	736.568	220.76	1100.62	525.233	1000.0	61.0617	18.5075	104.154	0.04396	720000	2.86102e-08	377.524	-0.0171979	-52.9116	3.02897	0.0148021	0.21775	5.0	777.6944115161896
180	994.025	231.189	1144.05	594.183	1000.0	87.5114	20.0408	106.5	-0.057864	724000	-1.71661e-08	724.613	-0.0123745	-82.6824	3.0252	0.0214509	0.296	4.0	782.3209216594696
181	1001.14	168.712	1195.46	780.628	1000.0	88.3097	23.4415	110.06	29.2558	728000	8.10623e-09	665.327	-0.0669562	-92.5056	3.03995	0.0124744	0.348	79.0	787.0187683105469
182	900.51	182.385	1118.05	641.201	1000.0	83.162	31.5696	113.575	-29.341	732000	9.29832e-09	544.538	-0.0709857	-62.2278	2.95043	0.0129642	0.37475	79.0	793.196661233902
183	1132.42	116.116	1270.03	948.621	1000.0	96.3061	22.5162	113.246	-0.694814	736000	1.90735e-09	912.081	-0.0212628	-119.683	2.86584	0.016209	0.20725	6.0	797.4055559635162
184	1060.47	133.02	1212.57	873.681	1000.0	94.4468	29.5204	117.979	13.6559	740000	1.81794e-08	639.111	-0.0107732	-59.296	2.96794	0.0214624	0.2715	3.0	801.3542096614838
185	944.362	312.404	1274.27	522.266	1000.0	86.0149	34.4563	119.402	21.6439	744000	8.58307e-09	565.333	-0.0449583	-46.7222	2.89699	0.0154955	0.2835	25.0	805.6724274158478
186	829.399	250.639	1114.29	426.394	1000.0	92.1466	35.6185	120.834	-21.8337	748000	-1.04904e-08	1452.7	-0.0153526	-446.683	2.89468	0.0135709	0.21475	4.0	810.0474102497101
187	1030.38	176.586	1186.14	742.051	1000.0	82.8099	32.1739	118.479	-35.1517	752000	-3.24249e-08	1087.89	-0.0373808	-349.898	2.89517	0.0152618	0.261	16.0	814.483015537262
188	913.455	217.52	1260.41	662.859	1000.0	78.9389	25.4612	120.327	2.17075	756000	-3.61204e-08	563.843	-0.0236135	-68.1964	2.90429	0.0153134	0.19675	8.0	817.4849033355713
189	779.183	105.696	910.328	616.192	1000.0	80.675	31.698	121.129	-18.6517	760000	-1.40667e-08	1171.27	-0.0483834	-355.087	2.83997	0.0160328	0.2765	23.0	821.5758929252625
190	971.214	438.985	1476.45	461.637	1000.0	73.9668	27.8835	114.815	-16.1446	764000	1.64509e-08	1191.44	-0.0252101	-469.742	2.79481	0.0170023	0.20525	9.0	826.3679413795471
191	964.726	193.748	1239.19	742.021	1000.0	91.704	36.7809	127.438	-23.1645	768000	8.58307e-09	808.256	-0.0305445	-215.401	2.84545	0.0154512	0.26875	13.0	830.7043783664703
192	704.185	151.067	942.54	538.616	1000.0	71.6835	28.1677	123.999	-13.2642	772000	4.22001e-08	1102.86	-0.0297882	-312.978	2.80118	0.0173713	0.25025	11.0	834.6819007396698
193	818.979	225.994	1133.57	504.896	1000.0	66.1051	28.942	121.405	-48.1767	776000	-9.53674e-10	704.854	-0.0113131	-230.852	2.8208	0.0224959	0.26725	3.0	838.778308391571
194	1089.07	77.514	1169.37	1005.5	1000.0	106.359	19.9301	124.167	-4.74832	780000	3.8147e-09	729.886	-0.012649	-104.773	2.79969	0.0205569	0.26	4.0	841.7437958717346
195	1027.41	165.494	1231.88	779.403	1000.0	92.2428	27.922	123.063	-13.7762	784000	-3.8147e-09	590.819	-0.00946463	-59.0107	2.82743	0.0216655	0.302	3.0	845.5333263874054
196	899.253	180.843	1157.49	654.263	1000.0	77.8229	31.1424	122.677	13.7336	788000	7.15256e-10	633.782	-0.0147889	-74.7197	2.87213	0.0168745	0.20375	4.0	850.2630586624146
197	871.735	143.041	1028.31	666.04	1000.0	74.6514	32.4035	125.679	6.38971	792000	-9.53674e-10	448.197	-0.0210419	-48.0387	2.82712	0.0160484	0.184	8.0	853.6441848278046
198	780.502	130.986	969.076	611.467	1000.0	71.1083	32.3652	125.819	5.84455	796000	-1.4782e-08	865.39	-0.0238532	-233.891	2.76419	0.0156734	0.20125	7.0	858.3989064693451
199	985.277	298.154	1457.72	677.332	1000.0	83.8741	34.4814	126.913	-32.9696	800000	2.16961e-08	814.484	-0.0143233	-92.609	2.77513	0.0138163	0.2005	4.0	861.3608882427216
200	1064.11	127.605	1193.41	900.031	1000.0	100.397	33.7481	129.532	-27.0661	804000	2.86102e-09	1034.51	-0.0148806	-127.034	2.78189	0.0153755	0.20975	4.0	866.3695437908173
201	772.838	227.977	1160.49	607.451	1000.0	70.6647	33.4496	128.991	-13.4515	808000	-2.26498e-08	627.483	-0.0412447	-82.1237	2.7484	0.0172557	0.25325	18.0	870.5296032428741
202	929.975	299.01	1413.63	597.743	1000.0	77.6648	33.1363	128.213	-19.6199	812000	-1.90735e-09	772.973	-0.070768	-117.015	2.74694	0.0135818	0.37475	79.0	875.8157169818878
203	953.727	165.66	1158.12	752.88	1000.0	87.3206	33.1193	130.125	-21.9421	816000	7.62939e-09	820.397	-0.0143064	-145.648	2.70611	0.0161343	0.18325	4.0	880.1861786842346
204	1061.41	310.247	1415.01	685.824	1000.0	89.2337	28.2623	128.822	-8.13243	820000	3.09944e-08	1535.72	-0.0349917	-484.239	2.70448	0.0169827	0.271	13.0	884.2199213504791
205	1101.02	121.57	1276.61	969.012	1000.0	98.8706	34.3896	133.827	-62.0187	824000	-9.29832e-09	660.648	-0.0267809	-131.139	2.72756	0.0163868	0.23925	9.0	888.4965522289276
206	856.94	205.598	1111.46	585.577	1000.0	79.0217	40.0542	133.402	-60.7579	828000	-2.6226e-09	928.81	-0.0157605	-185.247	2.73931	0.0190823	0.20425	4.0	892.288872718811
207	771.148	42.8279	837.073	719.381	1000.0	65.9328	32.2357	130.647	-30.0076	832000	1.00136e-08	644.721	-0.0189843	-144.267	2.64201	0.0170807	0.22625	7.0	896.6213331222534
208	827.433	230.304	1180.98	563.702	1000.0	74.6631	27.8085	124.991	-3.24355	836000	-1.33514e-08	1004.75	-0.0235896	-240.361	2.70534	0.0168315	0.20325	7.0	900.434508562088
209	982.61	234.683	1232.13	732.289	1000.0	74.9393	35.8858	130.262	-25.166	840000	1.62125e-08	1039.38	-0.039945	-317.438	2.66899	0.01686	0.2355	16.0	904.4610068798065
210	1174.72	293.748	1507.13	769.016	1000.0	104.652	35.8728	135.714	-3.72347	844000	-3.33786e-09	754.445	-0.0672792	-76.7774	2.68365	0.0122032	0.3555	79.0	910.7413437366486
211	852.891	287.181	1306.16	531.897	1000.0	82.8483	40.4623	135.07	-47.6103	848000	-1.90735e-08	1017.79	-0.0679204	-298.421	2.65038	0.00466735	0.37275	79.0	915.8243787288666
212	747.922	119.211	953.311	665.52	1000.0	66.466	23.1644	123.979	-26.3554	852000	1.83582e-08	453.288	-0.0465538	-76.3748	2.61415	0.0151869	0.26475	20.0	920.2873742580414
213	938.963	227.937	1163.66	598.899	1000.0	76.2683	27.5711	127.615	-1.20182	856000	2.60472e-08	844.729	-0.0332525	-236.066	2.6603	0.0173363	0.251	10.0	924.7632601261139
214	1052.53	302.492	1451.58	696.027	1000.0	93.2261	38.806	135.879	-7.52424	860000	-2.64645e-08	1107.0	-0.0109106	-208.937	2.60805	0.0204687	0.223	3.0	929.3966038227081
215	923.19	214.902	1273.32	746.521	1000.0	82.5267	30.5767	136.933	11.5326	864000	-4.76837e-10	475.202	-0.0430967	-111.809	2.64471	0.0163861	0.274	17.0	933.7373731136322
216	885.226	163.995	1055.82	687.218	1000.0	79.3273	35.5784	135.629	-10.2774	868000	2.86102e-08	809.188	-0.0104002	-164.8	2.64483	0.0212713	0.25475	3.0	937.6789076328278
217	841.279	159.985	1049.31	613.257	1000.0	78.1088	32.914	134.916	-27.8462	872000	2.90871e-08	548.799	-0.0192393	-100.188	2.5968	0.0152437	0.24225	5.0	942.8739051818848
218	786.759	159.732	972.493	577.637	1000.0	70.0091	28.9129	130.163	-3.71796	876000	2.47955e-08	689.894	-0.0347449	-93.303	2.59182	0.0156054	0.23225	13.0	945.9062793254852
219	1317.12	216.158	1449.46	942.936	1000.0	103.858	17.4792	126.787	-22.7923	880000	-2.6226e-08	1578.75	-0.0158376	-388.504	2.52979	0.015997	0.2265	5.0	949.8059301376343
220	1159.34	194.379	1396.65	943.939	1000.0	103.258	32.72	136.181	-5.66833	884000	-4.76837e-10	768.725	-0.0128335	-81.1523	2.54584	0.018521	0.221	4.0	954.6907839775085
221	1168.15	326.576	1501.43	833.187	1000.0	97.1812	35.4502	136.924	-7.83673	888000	7.15256e-10	872.118	-0.0265727	-145.864	2.56751	0.0183688	0.223	10.0	959.0071420669556
222	1465.86	37.9156	1505.5	1415.29	1000.0	133.986	8.7822	141.294	9.38658	892000	1.69277e-08	1200.85	-0.0125698	-67.5172	2.54526	0.0199007	0.263	3.0	963.0626347064972
223	1034.9	292.987	1490.65	736.833	1000.0	88.6939	40.1891	142.279	12.1452	896000	-1.29938e-08	549.807	-0.0690779	-65.1797	2.55627	0.0123774	0.3735	79.0	967.9265730381012
224	1326.19	252.197	1623.18	960.626	1000.0	114.189	36.9783	143.148	-13.4762	900000	1.95503e-08	943.293	-0.0141183	-133.714	2.48045	0.0211051	0.2765	3.0	972.3592805862427
225	1172.34	309.2	1558.98	838.677	1000.0	107.656	45.952	148.971	-23.6433	904000	-4.6134e-08	925.684	-0.0133551	-105.881	2.50342	0.0187844	0.244	4.0	976.5298004150391
226	1311.42	318.542	1787.5	1004.35	1000.0	118.244	41.6035	148.567	5.89559	908000	3.24249e-08	1386.28	-0.0687792	-158.676	2.5062	0.0107076	0.37525	79.0	981.6964402198792
227	1302.52	436.266	1762.86	685.673	1000.0	108.727	43.4566	149.209	24.4135	912000	-2.21729e-08	1271.36	-0.0164145	-233.698	2.41836	0.0147861	0.18875	4.0	985.6955213546753
228	1297.0	318.956	1601.25	763.443	1000.0	123.56	47.392	159.105	-2.76583	916000	8.58307e-09	1133.88	-0.0201388	-150.983	2.43639	0.0164264	0.28875	7.0	988.6751453876495
229	1435.68	216.036	1688.85	1137.9	1000.0	125.165	39.3477	155.673	1.77253	920000	-1.56164e-08	1102.74	-0.0110119	-151.791	2.42233	0.0181001	0.20675	3.0	992.7383141517639
230	1371.72	386.48	1711.11	735.353	1000.0	125.5	46.5291	158.77	-5.7084	924000	-7.15256e-09	1050.9	-0.0130817	-106.547	2.36248	0.0142899	0.25375	4.0	997.444037437439
231	1463.76	377.476	1803.48	890.494	1000.0	124.166	43.246	156.896	18.3908	928000	-2.92063e-08	1033.84	-0.00853338	-139.871	2.38307	0.0275424	0.27825	2.0	1000.3726186752319
232	1102.71	389.287	1666.12	603.058	1000.0	105.011	51.7347	161.403	15.4378	932000	1.87159e-08	898.803	-0.00669404	-167.68	2.41838	0.0177299	0.21575	3.0	1004.0265572071075
233	1275.13	355.337	1660.85	824.093	1000.0	125.085	43.9119	158.069	-13.0761	936000	2.59876e-08	1815.51	-0.0281794	-352.302	2.36747	0.016162	0.2455	10.0	1008.1056725978851
234	1337.36	308.146	1693.35	843.976	1000.0	115.097	40.197	154.599	-30.9859	940000	2.52724e-08	1122.27	-0.0209778	-169.11	2.40083	0.0177806	0.23075	5.0	1012.3601315021515
235	1441.27	312.291	1735.46	943.615	1000.0	123.975	37.319	155.357	-22.9848	944000	1.43051e-08	1688.56	-0.00926262	-221.115	2.36262	0.0160001	0.2355	3.0	1016.7252943515778
236	1171.43	262.841	1570.56	900.318	1000.0	105.341	45.8839	160.733	13.2842	948000	-5.96046e-10	982.881	-0.0222501	-128.125	2.36161	0.0174198	0.2135	7.0	1019.7932584285736
237	1576.57	167.597	1784.03	1322.48	1000.0	138.311	28.8425	160.51	6.33251	952000	1.38283e-08	1383.76	-0.0330836	-275.468	2.32992	0.016036	0.261	13.0	1024.0542328357697
238	1467.71	390.104	1747.68	795.128	1000.0	134.645	40.9285	161.303	11.5899	956000	1.2517e-08	1385.32	-0.0189531	-191.412	2.39382	0.01506	0.19575	6.0	1028.7299234867096
239	1193.12	295.897	1442.83	714.241	1000.0	108.491	52.4165	161.313	-18.5399	960000	1.28746e-08	1093.92	-0.0115621	-191.472	2.28055	0.0225197	0.26425	3.0	1032.2298171520233
240	1166.61	364.967	1651.96	651.017	1000.0	95.6797	48.2355	160.593	14.6401	964000	-1.85966e-08	794.508	-0.0666854	-124.592	2.31358	0.0107501	0.3565	79.0	1039.9711499214172
241	1593.58	118.287	1735.43	1407.12	1000.0	144.873	27.6191	162.034	-4.83529	968000	-2.71797e-08	1445.14	-0.0241862	-125.02	2.27613	0.0175459	0.26675	8.0	1046.5490748882294
242	1380.69	339.521	1612.2	793.854	1000.0	126.736	45.3504	164.427	8.83126	972000	1.2517e-08	1247.42	-0.0279703	-132.918	2.355	0.0164555	0.30075	12.0	1053.1680147647858
243	1724.53	163.478	1894.15	1455.49	1000.0	144.771	28.656	164.392	27.8673	976000	1.66893e-08	1658.98	-0.0334057	-307.848	2.31272	0.0146998	0.26875	14.0	1058.9179785251617
244	1513.42	248.518	1749.65	1156.43	1000.0	139.589	51.0621	171.048	-15.1068	980000	-1.28746e-08	1173.52	-0.0105743	-146.809	2.30809	0.0231267	0.29225	3.0	1064.7095699310303
245	1615.17	95.7801	1737.23	1469.05	1000.0	155.575	21.8628	170.293	-7.09585	984000	2.7895e-08	1403.39	-0.0283705	-178.051	2.30042	0.0187576	0.25575	11.0	1069.3193850517273
246	1265.27	392.332	1734.89	648.514	1000.0	108.62	54.6849	168.714	10.9606	988000	-1.38283e-08	934.4	-0.0280213	-120.468	2.30846	0.016349	0.283	12.0	1073.497804403305
247	1516.53	338.554	1850.59	984.978	1000.0	129.629	48.062	169.687	29.1866	992000	4.29153e-09	1417.51	-0.0118135	-166.898	2.26662	0.0241091	0.2835	3.0	1079.344321012497
248	1783.8	55.7793	1820.48	1687.36	1000.0	166.071	14.1998	174.64	42.744	996000	3.57628e-10	1462.04	-0.0115572	-111.212	2.20458	0.0274405	0.30525	3.0	1084.7728581428528
249	1688.3	219.291	1866.72	1317.37	1000.0	153.456	36.6351	175.278	20.5147	1000000	3.95775e-08	1280.0	-0.00982205	-107.203	2.25602	0.0177761	0.25075	3.0	1091.362701177597
250	1569.39	448.508	1882.78	801.051	1000.0	145.221	44.9011	176.041	27.3242	1004000	-2.67029e-08	1377.79	-0.0183506	-140.375	2.2588	0.0173876	0.22925	6.0	1098.4535384178162
251	1543.15	328.259	1856.56	1007.11	1000.0	143.866	42.6055	175.654	-56.7019	1008000	1.38283e-08	1452.87	-0.00982458	-178.274	2.25798	0.0193246	0.28875	3.0	1103.3191866874695
252	1463.13	397.852	1777.12	782.635	1000.0	132.471	48.3719	174.858	26.0662	1012000	-8.10623e-09	1242.49	-0.0112166	-144.192	2.22116	0.0221806	0.24625	3.0	1106.8996622562408
253	1385.09	326.695	1679.26	848.366	1000.0	100.07	58.4987	174.429	10.287	1016000	7.15256e-09	3745.76	-0.019638	-1629.02	2.21901	0.0175714	0.20625	5.0	1111.6079256534576
254	1798.21	31.5845	1835.65	1758.22	1000.0	156.556	10.1456	178.544	75.129	1020000	2.38419e-08	1737.25	-0.0127251	-214.831	2.20625	0.0163458	0.22425	4.0	1115.2965245246887
255	1431.39	395.162	1854.46	929.193	1000.0	132.89	46.0291	179.649	31.8912	1024000	-1.9908e-08	1116.6	-0.0266182	-156.757	2.19755	0.0155564	0.25925	11.0	1120.3951511383057
256	1517.97	400.719	1934.85	908.099	1000.0	137.659	45.1546	179.207	32.7365	1028000	-1.90735e-09	1218.91	-0.0340016	-156.613	2.18602	0.0159741	0.25825	16.0	1124.775074005127
257	1549.74	181.422	1794.57	1300.18	1000.0	147.324	43.8858	180.277	26.7939	1032000	-5.72205e-09	1718.24	-0.0265908	-273.179	2.18465	0.0179609	0.24375	10.0	1129.2541723251343
258	1692.07	352.626	1912.27	1082.22	1000.0	145.421	38.3352	177.65	-32.8316	1036000	-1.90735e-09	1531.02	-0.0134395	-218.795	2.17922	0.0159226	0.21175	4.0	1133.2913932800293
259	1557.53	374.526	1900.79	924.785	1000.0	146.903	45.5883	180.727	23.1746	1040000	-5.84126e-09	1516.32	-0.0160386	-161.757	2.20901	0.0165007	0.2225	5.0	1137.5587162971497
260	1683.3	208.31	1913.76	1344.92	1000.0	152.424	30.6636	178.734	30.4561	1044000	8.58307e-09	1505.26	-0.00927778	-174.769	2.19525	0.0202446	0.33125	3.0	1142.8566417694092
261	1906.01	40.6636	1945.24	1844.38	1000.0	164.344	10.248	180.027	53.3178	1048000	-2.86102e-09	1796.17	-0.012197	-242.51	2.15115	0.0230356	0.289	4.0	1147.4308712482452
262	1798.15	111.478	1917.6	1616.58	1000.0	172.065	21.1248	182.759	-44.0563	1052000	-8.34465e-09	1741.68	-0.0167883	-211.925	2.18468	0.0147931	0.20075	5.0	1150.6588563919067
263	1871.33	68.3372	1959.13	1767.94	1000.0	164.051	15.8442	180.048	22.6639	1056000	-8.58307e-09	1956.23	-0.00956996	-226.467	2.19783	0.0190679	0.2805	3.0	1155.8590297698975
264	1861.17	13.7469	1874.65	1838.73	1000.0	171.985	8.66577	183.18	87.7115	1060000	-1.33514e-08	1660.32	-0.0159232	-127.77	2.18283	0.0172663	0.20625	5.0	1161.2737979888916
265	1378.29	433.759	1907.83	803.809	1000.0	127.178	56.5976	182.166	6.43129	1064000	1.78814e-09	1508.62	-0.0173543	-224.324	2.18418	0.0180807	0.239	6.0	1165.3050014972687
266	1583.53	356.256	1885.92	978.016	1000.0	142.319	47.2794	180.883	24.3196	1068000	-1.19209e-08	1455.57	-0.0313011	-189.143	2.17997	0.0163066	0.29025	13.0	1169.9847922325134
267	1769.05	219.782	1955.77	1417.28	1000.0	152.75	34.7336	181.144	26.8023	1072000	1.34706e-08	1621.24	-0.03253	-282.974	2.12963	0.0148453	0.25675	14.0	1174.733409166336
268	1826.63	125.341	1961.95	1621.48	1000.0	172.316	19.8481	184.901	-6.79339	1076000	5.24521e-09	1842.31	-0.0114339	-201.559	2.16114	0.0204159	0.24325	3.0	1178.6849491596222
269	1641.37	497.621	1954.71	780.354	1000.0	143.176	49.4114	183.871	24.3503	1080000	-1.7643e-08	1489.33	-0.0147044	-159.443	2.14369	0.0212053	0.26875	4.0	1183.029328584671
270	1568.93	547.625	2006.97	633.476	1000.0	137.264	57.7813	185.154	15.4946	1084000	2.6226e-09	1358.43	-0.0228088	-140.698	2.15769	0.0166576	0.26425	9.0	1188.0636701583862
