Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time	N episodes
332	2532.2212	1809.4951	4739.65	-591.2339	976.6	303.57516	191.87772	488.56018	-369.11877	6660000	-1.2207031e-08	7359.352	-0.014953498	-4169.3164	0.77204275	0.0097558545	0.1654	79.0	17890.667028427124	6349
333	2376.4595	1851.075	5375.776	-556.07135	1007.6842	271.85272	199.9824	493.7301	-412.16574	6680000	-7.6293943e-10	6001.8906	-0.01121973	-3751.781	0.7748059	0.0123235965	0.15975	43.0	17945.001022815704	6369
334	3072.0474	1413.0782	4866.5376	-449.39444	1103.3889	300.39374	193.01637	528.65204	-68.62531	6700000	2.1362304e-08	4234.406	-0.0058110435	-2835.7886	0.7566886	0.01527861	0.17955	26.0	17996.118782520294	6388
335	2180.1204	1798.7087	4575.881	-515.79407	947.1429	274.45477	206.52553	492.82086	-416.24503	6720000	3.0517577e-09	8309.082	-0.0016814667	-5976.8955	0.7367066	0.020287845	0.2607	2.0	18042.533722162247	6410
336	3062.5237	1471.1052	4703.941	-561.2311	1104.3889	310.16852	183.30522	507.09644	-305.62637	6740000	7.629395e-09	4188.35	-0.0030003067	-3738.0396	0.723948	0.020924991	0.15765	2.0	18088.69362616539	6429
337	2669.4478	1843.3737	5024.0645	-508.3133	1087.4445	264.70822	214.30232	498.7668	-385.91232	6760000	2.1362304e-08	3585.7827	-0.009513651	-3200.2246	0.75027704	0.0182198	0.2333	11.0	18137.030759572983	6448
338	3065.529	1385.8656	4827.677	-492.0419	1139.1765	292.91116	199.71214	510.64435	-383.3821	6780000	7.6293943e-10	1048.9542	-0.018364344	-890.05096	0.70327437	0.012969774	0.1618	79.0	18197.66167998314	6466
339	2899.501	1690.2216	5613.7256	-560.1651	1050.8334	314.65097	197.03926	513.5349	-322.05536	6800000	1.9836426e-08	5697.089	-0.0034216773	-3349.9915	0.6968555	0.016908564	0.1886	2.0	18244.49010205269	6485
340	2894.6313	1873.3804	4765.287	-515.6896	1003.7895	322.3119	189.79419	501.88306	-341.67108	6820000	1.8310548e-08	6758.177	-0.014555378	-4428.069	0.6770326	0.0148642715	0.14555	65.0	18303.920329093933	6505
341	2733.252	1637.9963	4636.252	-533.2664	1042.8948	293.3269	208.31152	506.27133	-443.6672	6840000	1.8310548e-08	3162.6409	-0.016359719	-2642.4377	0.64152867	0.015975475	0.1673	46.0	18359.005412340164	6525
342	3528.3555	1086.0822	5083.616	934.8941	1200.0	317.2932	192.22981	502.33124	-66.083015	6860000	0.0	430.6101	-0.015961189	-376.57703	0.6258993	0.009938641	0.11885	33.0	18411.355925559998	6542
343	3215.1611	1520.9423	4849.986	-608.4367	1077.7222	334.21405	187.17874	507.55142	-435.5802	6880000	-7.629395e-09	1594.0299	-0.001769255	-1326.621	0.58286965	0.015223601	0.2026	2.0	18458.520926713943	6561
344	2972.6042	1551.6958	4548.42	-582.68445	1076.6666	302.29535	204.36237	502.96445	-504.26923	6900000	3.967285e-08	956.4136	-0.011408554	-898.51	0.57104367	0.015973188	0.20655	17.0	18507.57808470726	6580
345	3389.1099	1424.8729	5146.478	-431.16675	1142.8235	327.64645	196.15573	500.58017	-472.51077	6920000	6.1035155e-09	526.11774	-0.0069901915	-465.39896	0.5417833	0.013080121	0.16135	10.0	18555.604492664337	6598
346	3828.7173	438.94046	4433.3403	2799.7134	1200.0	351.84085	183.80719	508.4071	-261.5303	6940000	-9.155274e-09	1061.7354	0.008648538	-1010.3774	0.5407184	0.019974265	0.27465	1.0	18602.355657100677	6615
347	3159.2217	1682.8094	4547.813	-557.09015	1102.8889	325.72574	194.26071	509.8071	-446.8461	6960000	1.6784668e-08	3583.6711	0.006781848	-3099.4236	0.5323901	0.04284047	0.37605	1.0	18649.085834026337	6634
348	2584.25	2114.187	5289.8447	-602.7515	961.45	317.8654	200.64864	499.318	-420.53302	6980000	-9.155274e-09	5381.3516	-0.0035092987	-4227.868	0.54868	0.018915081	0.2477	2.0	18697.21174955368	6655
349	2903.2866	1495.54	4597.6445	-478.45523	1106.3529	303.40924	199.25945	502.29254	-147.36584	7000000	1.5258789e-09	2167.6284	-0.0038862412	-1543.6522	0.543871	0.009998288	0.13725	2.0	18743.965496063232	6673
350	3946.6982	624.4264	4847.847	2688.2393	1200.0	346.0436	187.23405	510.09763	-154.97421	7020000	1.0681152e-08	2635.057	-0.010649923	-2584.5168	0.5422126	0.01163296	0.12875	32.0	18796.651514530182	6690
351	2942.262	1469.9065	4751.868	-366.48624	1171.2354	285.66672	208.33899	512.58453	-231.49364	7040000	3.051758e-08	862.7712	-0.016905176	-806.8476	0.5517979	0.014343546	0.1756	34.0	18849.556859493256	6708
352	3467.18	1260.1718	4534.6304	-604.7208	1163.1177	326.3177	201.68062	504.49866	-438.6089	7060000	9.155274e-09	872.751	-0.0125939995	-804.46545	0.5007498	0.013236406	0.1612	16.0	18899.249474048615	6726
353	3454.3708	1350.211	4906.642	-307.50458	1156.9412	333.57477	190.22667	511.80493	-190.91827	7080000	7.629395e-09	3072.9524	-0.0123968795	-1406.8604	0.49732953	0.011424151	0.1352	79.0	18961.23791694641	6744
354	3391.4934	1802.6825	4952.382	-431.18372	1047.6666	356.36624	176.27974	506.0135	-221.16162	7100000	2.4414062e-08	5480.6064	-0.012924706	-4307.466	0.52163005	0.013948831	0.11655	26.0	19013.20557284355	6763
355	3044.48	1392.8121	4889.2144	-336.54672	1110.2222	303.14636	216.47127	513.2767	-482.45837	7120000	2.4414062e-08	4343.08	-0.011263923	-3408.7454	0.51643735	0.01541126	0.18635	34.0	19065.97455716133	6782
356	2701.5098	1824.2277	4537.2354	-408.23483	1011.1579	315.10214	195.47884	507.36572	-293.46722	7140000	1.373291e-08	8165.079	-0.0019627877	-6830.147	0.48335087	0.0103979325	0.1356	2.0	19112.99964404106	6802
357	2558.2485	2008.9768	4656.47	-608.1535	975.25	282.5047	221.82874	506.79105	-368.89017	7160000	-9.155274e-09	4917.6694	-0.01285881	-4424.6016	0.4865293	0.0151950335	0.1904	22.0	19163.835938215256	6823
358	3073.0967	1712.3158	5010.737	-534.7421	1090.3889	303.58456	210.3627	512.28577	-442.3429	7180000	1.6784668e-08	2533.0977	-0.012878191	-2397.3103	0.46894872	0.015031189	0.14425	35.0	19217.500309705734	6842
359	3249.9248	1190.5789	4524.9487	201.24878	1200.0	300.59	204.49292	505.77313	-184.40266	7200000	1.0681152e-08	1462.8628	-0.012238733	-1403.2047	0.46666563	0.015076766	0.154	24.0	19269.047194957733	6859
360	2704.9937	1953.0208	5311.5337	-600.0	964.1	325.98666	193.43643	509.67715	-277.0058	7220000	-6.1035155e-09	7035.1216	-0.0034690278	-5819.2812	0.4481492	0.012825186	0.18165	2.0	19316.325808525085	6880
361	3302.7236	1477.2125	4775.788	-603.1964	1082.7778	324.716	204.91725	507.55185	-407.99475	7240000	1.525879e-08	2783.2126	-0.010654074	-2584.4338	0.44745553	0.013766475	0.11995	11.0	19364.601538419724	6899
362	2959.1235	1697.539	4800.474	-417.78735	1093.1111	302.0286	206.70142	500.24796	-489.7911	7260000	3.051758e-08	1900.6996	-0.014007616	-1381.4961	0.4304671	0.013238655	0.11535	24.0	19415.546144485474	6918
363	3641.5608	1529.0054	5071.9556	-293.3554	1106.9412	373.8296	168.56607	501.25034	-71.0985	7280000	-2.2125244e-08	6143.212	-0.0017186989	-2955.9373	0.3808847	0.025755325	0.2872	2.0	19463.106150388718	6936
364	2570.8853	1941.243	5162.565	-602.6444	975.05	303.58295	205.90294	504.8606	-357.13608	7300000	3.3569336e-08	6932.197	-0.002938867	-4377.3887	0.41061923	0.011639045	0.1583	2.0	19510.339471578598	6957
365	2669.566	1891.3329	4533.48	-599.2497	960.3	313.99884	217.01115	501.7487	-502.16098	7320000	9.536743e-09	2957.1155	-0.016349124	-2690.921	0.40852764	0.014064264	0.1479	53.0	19567.27770781517	6978
366	3511.4702	1684.1083	5467.8394	-362.71106	1102.5	344.07068	202.26024	500.03214	-359.85645	7340000	2.0599366e-08	4286.377	-0.013185457	-3798.0605	0.3792658	0.010764806	0.13235	79.0	19629.44499516487	6997
367	2995.0132	1976.2043	4986.536	-359.38776	1016.1053	329.32666	200.3409	509.52554	-358.91467	7360000	-1.3160705e-08	7926.278	-0.012765232	-7354.8584	0.3616754	0.010346709	0.13955	67.0	19689.103228330612	7017
368	3185.108	1453.7853	4656.7153	-463.9322	1102.5555	322.07938	205.55978	503.26218	-416.34775	7380000	3.0517577e-09	1666.056	-0.0183953	-1510.7444	0.34918472	0.01354241	0.15965	61.0	19747.012243509293	7036
369	3756.5771	767.3979	5141.0366	2236.0964	1200.0	346.09888	187.9461	500.88742	-72.213196	7400000	3.0517577e-09	362.24347	-0.020469416	-294.79114	0.29922763	0.014682053	0.17315	49.0	19803.357414722443	7053
370	2365.8628	1992.282	4598.685	-540.80475	910.1905	309.0924	212.11537	500.69727	-516.97473	7420000	2.002716e-09	9192.509	-0.00017256328	-6524.5654	0.2533877	0.017849332	0.1796	1.0	19850.71533226967	7075
371	3334.9988	1460.8824	4745.141	-545.9957	1095.0	327.72363	201.02438	503.11722	-602.72797	7440000	-2.89917e-08	1529.0098	-0.008372638	-1428.3253	0.27554184	0.012088457	0.14795	14.0	19899.958715438843	7094
372	3781.2615	1087.3992	4721.072	-95.23866	1169.1177	356.92764	185.68088	499.5776	-174.30812	7460000	1.5258789e-09	3379.3904	-0.0017678482	-1858.6775	0.264188	0.01822684	0.2401	3.0	19947.439954042435	7112
373	2908.679	1792.1553	4875.0615	-560.2654	1001.3158	324.59396	191.95432	499.807	-192.1118	7480000	-1.525879e-08	9653.411	-0.0044959732	-8275.246	0.25511724	0.0093766665	0.1195	6.0	19995.570070505142	7132
374	3392.9163	1477.7107	4697.4634	-588.5812	1108.8889	337.14914	200.88965	522.2078	-403.2387	7500000	4.2724608e-08	5389.2207	-0.0057808715	-2988.08	0.25908235	0.016731	0.22855	7.0	20043.841893434525	7151
375	3471.1003	820.11145	4839.9243	1874.5375	1200.0	320.68405	195.87602	502.59808	-210.89322	7520000	1.5640259e-08	687.51654	-0.00095034676	-616.52716	0.25359342	0.0109359175	0.189	6.0	20091.91079735756	7168
376	4178.0166	421.95395	4780.0493	3005.356	1200.0	372.62686	175.09763	522.9953	-62.94451	7540000	7.629395e-09	572.8461	-0.00028548887	-498.4273	0.24734011	0.013326853	0.1959	1.0	20139.18939614296	7185
377	3230.6743	1685.3553	4786.4272	-544.6869	1046.8889	345.28668	192.43576	500.82092	-603.97284	7560000	-1.6784668e-08	3336.5461	-0.0025255836	-3151.5427	0.24694213	0.012968561	0.16855	2.0	20186.662484884262	7204
378	3194.7805	1550.532	4790.12	-422.254	1093.2778	333.9417	193.6791	504.09616	-135.04916	7580000	-1.449585e-08	4432.3325	-0.012443587	-2665.9253	0.24425083	0.009055921	0.12715	79.0	20250.096991062164	7223
379	3785.2603	1096.6337	5215.576	1725.5793	1200.0	340.19644	195.53986	504.05386	-125.14288	7600000	0.0	1844.8732	-0.007328146	-1796.7346	0.24279258	0.0132271275	0.16455	16.0	20300.66054749489	7240
380	3295.4253	1499.1622	4949.921	-532.1393	1090.4445	332.44763	206.58463	507.57086	-626.3352	7620000	-2.9373169e-08	957.4571	-0.003505586	-845.7079	0.20163521	0.012488977	0.24435	2.0	20348.016852617264	7259
381	3321.3428	1532.406	5030.682	-427.1244	1098.2778	339.80392	198.5115	512.5183	-447.26254	7640000	1.0681152e-08	4005.8289	-0.0023901032	-2128.1626	0.19945325	0.014891266	0.20295	2.0	20395.536914348602	7278
382	2926.071	1867.3785	5429.76	-612.66974	988.0	320.52725	215.54688	501.0278	-544.89667	7660000	2.4414062e-08	3909.7175	-0.00750661	-3422.0283	0.19643259	0.016289378	0.19435	10.0	20444.25136089325	7299
383	3281.8594	1437.0465	5130.226	-275.0201	1153.2354	321.28433	192.01506	508.37128	-14.462931	7680000	-2.1362304e-08	3228.5205	-0.0024970977	-1865.7671	0.19948222	0.012903476	0.15785	2.0	20491.79303574562	7317
384	2806.8022	1975.0586	4965.2837	-589.2281	1041.2106	300.35086	213.00578	501.73795	-582.93134	7700000	3.8146972e-08	4886.891	-0.005780516	-4301.5005	0.19179016	0.013412681	0.16035	5.0	20539.62605690956	7337
385	3909.2935	912.34485	5586.996	2079.8013	1200.0	345.24066	191.80878	504.09766	-44.84304	7720000	1.373291e-08	1081.9592	-0.016167765	-1011.2371	0.17756157	0.014824953	0.1605	27.0	20591.987266778946	7354
386	3641.904	693.503	5113.088	2036.4894	1200.0	338.74765	190.9392	501.54938	-98.76187	7740000	1.9073487e-09	283.2043	-0.016468484	-241.46872	0.174054	0.013999294	0.16525	30.0	20644.946439027786	7371
387	3494.2305	1436.4	4921.997	-468.82703	1144.4706	336.5908	193.70341	505.23682	-375.15994	7760000	-1.5258789e-09	1103.0566	-0.019711837	-1022.81244	0.16089404	0.013553161	0.14775	79.0	20707.455371141434	7389
388	2877.7385	1730.2474	4970.9473	-507.67297	1092.8334	299.72467	204.55225	504.01688	-134.27463	7780000	-7.629395e-09	2451.4202	-0.015694257	-1627.3474	0.16011538	0.013041848	0.1453	79.0	20770.183262586594	7408
389	3955.552	1052.3207	5060.979	739.59186	1200.0	355.54916	188.36392	503.25418	-111.88029	7800000	1.525879e-08	328.6289	-0.021046847	-291.6363	0.13855106	0.013986267	0.15025	47.0	20826.49079465866	7425
390	3410.7727	1631.5677	5114.8213	-430.46527	1144.2941	328.8947	199.40619	503.13153	-201.0065	7820000	-6.1035155e-09	616.7658	-0.019391857	-552.9096	0.07675279	0.014110407	0.15465	79.0	20890.07685637474	7443
391	3462.4219	976.8326	4693.962	500.2567	1200.0	312.0466	200.98965	501.96915	-212.94896	7840000	-1.5258789e-09	427.33405	-0.008673372	-385.342	0.09117084	0.013271992	0.14095	10.0	20939.41703772545	7460
392	2919.156	1477.6118	4855.5967	-564.054	1135.4706	293.3213	208.69952	504.53592	-373.80154	7860000	-3.0517577e-09	561.8732	-0.004178081	-511.8907	0.08100675	0.010005348	0.13855	1.0	20986.95871424675	7478
393	3346.865	1515.789	4949.8936	-502.31937	1098.2778	342.31854	192.72112	502.06842	-403.21686	7880000	6.1035155e-09	3322.947	-0.0020844894	-2802.4512	0.08080072	0.015256332	0.22105	2.0	21035.169404029846	7497
394	3007.4355	1721.3977	5187.5854	-600.0	1070.2222	317.48917	202.73418	506.73535	-289.41553	7900000	1.8310548e-08	771.5072	-0.018772693	-717.44275	0.061715893	0.015227844	0.15185	57.0	21093.371994018555	7516
395	3448.8818	1328.1334	4730.8574	-261.3576	1152.4706	326.6622	199.81464	504.6467	-237.32307	7920000	9.155274e-09	1764.5828	-0.014737648	-1496.8464	0.009289968	0.013357756	0.14505	62.0	21152.50692176819	7534
396	4083.699	591.91626	5482.0264	2948.7544	1200.0	365.85284	182.53148	500.5891	-281.64374	7940000	-1.0681152e-08	759.0209	-0.0092778	-709.8877	-0.0048370273	0.012176018	0.1167	17.0	21203.19961953163	7551
397	3781.2751	1285.0814	5166.4043	-588.5139	1139.2941	366.1482	178.29134	507.8458	-484.12424	7960000	-1.6784668e-08	859.8991	-0.017590307	-816.0995	0.011644123	0.012885117	0.11245	38.0	21257.65673995018	7569
398	3681.0576	1348.1658	5104.0405	-346.25583	1150.1177	354.27255	186.3175	503.77396	-176.06068	7980000	-1.8310548e-08	1415.6627	-0.013839729	-1355.9755	-0.016641412	0.015005487	0.17135	58.0	21316.093953371048	7587
399	3826.0366	591.0942	4755.272	2539.0474	1200.0	339.79053	198.96329	508.57523	-312.01917	8000000	3.0517577e-09	2865.4773	-0.0089600915	-2833.7363	-0.030653028	0.014151148	0.12035	13.0	21365.2371366024	7604
400	3968.409	692.99396	5098.272	2865.5955	1200.0	361.5191	181.15152	507.3626	-153.17143	8020000	1.8310548e-08	289.8385	-0.008347608	-267.1881	-0.0573159	0.014958699	0.15895	14.0	21415.410659074783	7621
401	3547.5647	1390.1296	4846.5356	-600.0639	1131.8235	341.8936	190.96054	508.12238	-41.596016	8040000	-6.1035155e-09	840.9796	0.0031328704	-639.3628	-0.0886345	0.024926614	0.2518	1.0	21462.8303463459	7639
402	4013.8838	732.95496	5093.21	1941.7185	1200.0	363.86865	180.67072	509.12955	-236.22754	8060000	9.536743e-09	312.96524	0.0081569385	-293.4272	-0.064565554	0.02607414	0.2975	5.0	21511.599727153778	7656
403	3245.4602	1302.1106	4871.113	-326.4725	1151.3529	320.09824	196.27452	509.6033	-88.46967	8080000	-6.1035155e-09	1464.086	0.011559436	-1360.9026	-0.06691531	0.04055227	0.2972	1.0	21559.339275360107	7674
404	3315.959	1512.2319	5035.7163	147.83324	1200.0	311.29547	203.06743	503.79462	-52.6683	8100000	0.0	286.23367	-0.0005659439	-263.58972	-0.073488064	0.017419562	0.1897	6.0	21607.89828634262	7691
405	2712.469	1649.578	5006.2495	-494.64615	1108.4706	287.43192	205.80544	504.02698	-146.78677	8120000	-1.8310548e-08	4377.7485	0.0015576018	-2689.8843	-0.08242509	0.02698851	0.312	1.0	21655.723685264587	7709
406	3360.5632	1697.7312	4867.3633	-573.84906	1070.2778	344.4155	187.88425	500.58777	-258.68805	8140000	-1.2969971e-08	3689.6467	-0.00404321	-2985.903	-0.07885557	0.011874565	0.12695	2.0	21703.7873647213	7728
407	3390.2314	1481.7236	5021.5986	-605.27893	1168.1177	298.3927	229.69612	503.92557	-378.28397	8160000	-4.577637e-09	6320.7256	0.0014368774	-6252.5137	-0.10972192	0.013157686	0.14975	10.0	21753.920159339905	7746
408	2970.4019	1654.2208	4725.992	-550.4813	1083.1666	306.4558	209.13431	509.50494	-365.31973	8180000	6.1035155e-09	1941.073	-0.00025173035	-1854.9817	-0.074227676	0.01339198	0.17315	1.0	21801.77362728119	7765
409	2724.82	1642.3535	4598.6235	-488.371	1145.1765	276.8336	212.31566	511.46146	-506.33487	8200000	2.4414062e-08	942.0128	-0.011114395	-909.9483	-0.07144462	0.017452616	0.17365	20.0	21853.74097776413	7783
410	3282.362	1516.8182	5497.73	-597.24384	1135.0	319.2195	204.2559	507.88556	-442.93524	8220000	6.1035155e-09	1449.8386	-0.016208734	-1413.2688	-0.094331905	0.017256608	0.193	33.0	21908.23215317726	7801
411	3300.7515	1544.7844	5089.4224	-559.1238	1089.4445	336.25385	200.65263	503.99673	-509.15274	8240000	-1.2207031e-08	1824.7844	-0.018586827	-1775.1505	-0.07082723	0.013359207	0.12375	79.0	21971.515013694763	7820
412	3750.3206	1340.025	5123.2056	-145.88724	1172.0588	353.39084	191.1498	508.8957	-114.10638	8260000	2.1362304e-08	3360.5012	-0.012734848	-1576.1149	-0.1359341	0.012402585	0.151	79.0	22034.486445903778	7838
413	3084.3252	1405.5167	4394.632	-485.20636	1093.7222	321.02448	191.71756	511.2021	-184.42303	8280000	7.6293943e-10	3488.844	-0.012707359	-3280.8154	-0.13129224	0.015826356	0.139	25.0	22086.871126651764	7857
414	4090.7231	457.18732	4713.464	2943.2751	1200.0	368.66104	179.87537	510.07556	-393.77536	8300000	9.155274e-09	1492.4845	-0.0059415316	-1437.5604	-0.13734734	0.0099076005	0.113	6.0	22135.660398721695	7874
415	3075.8865	1832.3207	4774.65	-538.51294	1116.5883	302.32166	210.91177	502.95496	-627.6984	8320000	1.8310548e-08	3408.198	-0.0028507356	-2158.4214	-0.13173054	0.015769955	0.2504	2.0	22183.851537704468	7892
416	3324.3535	1352.2496	4888.937	-600.3461	1131.8823	325.92233	196.5397	505.40518	-274.40695	8340000	1.0681152e-08	2335.9368	0.003322728	-2266.265	-0.1444135	0.016246868	0.18975	2.0	22231.328964948654	7910
417	3288.7593	1236.1489	4774.238	-600.9015	1131.2354	327.44406	196.66678	509.0176	-404.2152	8360000	2.2888184e-08	371.90045	-0.00014377137	-337.11023	-0.13078433	0.011237265	0.17785	1.0	22279.136016845703	7928
418	3314.0864	1291.6466	4997.445	186.95049	1176.5625	320.72034	204.42592	510.0307	-504.594	8380000	-7.6293943e-10	4982.7334	0.0022755777	-2727.5225	-0.14330882	0.021447092	0.2671	1.0	22327.09188055992	7945
419	3366.8613	1575.2314	5003.3125	-604.50745	1104.0555	336.81058	195.43007	508.4789	-374.90805	8400000	3.0517577e-09	907.4693	-0.0038782577	-860.2436	-0.13528086	0.011248023	0.1295	2.0	22374.790457963943	7964
420	3658.2314	589.85583	5034.109	2706.956	1200.0	338.7448	193.62117	503.33295	-132.17992	8420000	2.6702882e-08	258.04254	-0.0049422323	-224.00407	-0.11918566	0.013462963	0.16025	6.0	22423.66597056389	7981
421	3554.575	1322.2913	4937.3926	-135.67001	1155.2354	341.86105	191.05196	508.35928	-140.89517	8440000	-9.155274e-09	2998.2363	-0.0011867431	-2234.0493	-0.15178682	0.024420308	0.3365	2.0	22472.002122163773	7999
422	3156.7898	1677.1919	5307.8564	-377.2228	1116.4706	317.52835	210.87105	509.99564	-432.58688	8460000	-9.155274e-09	1661.2036	-0.013523265	-1341.6478	-0.15203026	0.015117026	0.13735	18.0	22523.61323404312	8017
423	2102.9631	1977.3608	5232.279	-601.3715	923.0	282.06714	216.3786	508.4027	-585.2243	8480000	-2.2888185e-09	8387.059	-0.0029703407	-4976.9023	-0.1435802	0.02090279	0.2785	2.0	22571.768559217453	8039
424	3492.0183	1242.1089	4711.6006	-568.9296	1135.5883	332.60828	195.00027	503.9487	-568.80524	8500000	-2.1362304e-08	745.25653	-0.010808209	-685.01965	-0.12458067	0.013281162	0.13035	14.0	22622.020598888397	8057
425	3634.4666	703.8941	4737.9146	1827.8796	1200.0	323.1159	195.43169	507.7299	-48.198524	8520000	-4.577637e-09	279.4628	-0.006040527	-233.94955	-0.15042327	0.012275019	0.13065	5.0	22670.784067630768	8074
426	3368.8074	1340.9863	4627.2373	-554.3188	1137.4706	323.84042	201.88689	511.12918	-537.263	8540000	-1.373291e-08	280.21924	-0.015914261	-240.36179	-0.17112742	0.013655414	0.1387	18.0	22722.096380233765	8092
427	4050.557	788.37	5264.155	1827.8002	1200.0	366.63568	178.32375	525.38477	-101.65924	8560000	-1.525879e-08	395.2837	-0.01065639	-358.699	-0.18227388	0.010867522	0.10485	6.0	22770.513204574585	8109
428	3551.0586	1264.2203	4930.8716	-601.0774	1130.8823	351.96222	187.80821	510.23517	-407.22476	8580000	-3.0517577e-09	395.49915	-0.022366922	-371.37213	-0.17030972	0.013318549	0.13065	79.0	22834.82184433937	8127
429	2866.045	1555.1277	4767.0117	-602.98364	1080.0555	300.19904	208.76746	514.1275	-487.57178	8600000	8.010864e-09	359.86716	-0.01946286	-334.96933	-0.17248464	0.015724441	0.14855	46.0	22891.52449297905	8146
430	3584.12	1172.4447	5126.392	428.15683	1200.0	329.76218	197.68243	508.31183	-185.06284	8620000	2.4414062e-08	276.043	-0.0155552	-247.36147	-0.19429924	0.01813827	0.21725	38.0	22947.197124242783	8163
431	3384.3274	1787.9381	5376.1543	-601.9589	1077.5555	348.4776	194.2541	517.403	-565.5074	8640000	8.392334e-09	309.24677	-0.0032275848	-272.93658	-0.20561841	0.0105379075	0.13145	3.0	22995.60280561447	8182
432	3738.7598	1291.5739	4668.55	-546.0427	1135.0588	356.0437	193.1422	511.81638	-596.49915	8660000	2.2888184e-08	852.9286	0.0020576615	-833.3583	-0.22101702	0.014195617	0.16655	1.0	23043.880808591843	8200
433	2764.0178	1742.6989	4497.705	-601.99994	1033.2106	302.84613	209.50699	509.06012	-493.6159	8680000	-1.373291e-08	1664.1052	-0.002584172	-1445.0566	-0.22746316	0.014625059	0.1934	2.0	23092.085351467133	8220
434	3561.6685	1332.9435	5361.1787	-548.5303	1147.5294	340.7233	194.58284	502.95917	-275.99503	8700000	1.525879e-08	1069.7397	-0.013553726	-1045.9421	-0.22372723	0.013014774	0.1303	16.0	23143.10331273079	8238
435	3371.9502	1375.0249	4828.492	-601.9377	1131.1765	336.73672	193.44485	501.29068	-254.11377	8720000	-6.1035155e-09	481.54605	-0.01897551	-460.0562	-0.22882512	0.01057273	0.1394	79.0	23206.032097816467	8256
436	3774.358	821.604	5195.027	2411.6155	1200.0	350.97144	188.34975	505.33224	-197.28079	8740000	1.5258789e-09	187.12622	-0.016497577	-167.28865	-0.24372037	0.015242498	0.1555	23.0	23257.68333864212	8273
437	3489.635	1641.6201	5539.862	-511.04562	1107.3529	359.1076	191.33286	509.3034	-589.5325	8760000	-1.2207031e-08	970.049	-0.007595816	-951.8247	-0.26257095	0.010712906	0.1227	7.0	23306.807294607162	8291
438	3430.9934	1548.3354	5004.0376	-600.0	1074.4445	356.14072	193.36345	504.92337	-597.8848	8780000	-2.670288e-09	468.7761	-0.012095209	-446.82605	-0.24536717	0.014109915	0.10895	14.0	23357.482763051987	8310
439	3828.8022	867.76685	4990.423	1288.1913	1200.0	351.2236	190.30342	508.00745	-236.60077	8800000	2.3651124e-08	457.2151	-0.013329032	-428.07632	-0.28341424	0.011919518	0.13385	16.0	23408.776289224625	8327
440	3433.9883	1660.8352	5133.35	-557.0377	1138.8235	340.21637	198.62695	522.0854	-437.17624	8820000	-1.8310548e-08	289.6257	-0.015458554	-270.1634	-0.30227125	0.014199052	0.1295	20.0	23459.922726631165	8345
441	2573.1892	1745.3895	4766.066	-564.34436	1098.7778	266.44223	219.71776	505.80203	-542.4062	8840000	-7.629395e-09	3429.0984	-0.004437395	-1762.5051	-0.32230324	0.015862271	0.18585	4.0	23508.77824997902	8364
442	3379.1287	921.31165	4896.701	1530.5983	1200.0	303.34134	205.25821	516.3044	-108.75881	8860000	3.0517577e-09	549.94574	-0.008315118	-526.2785	-0.32506377	0.01595281	0.16945	10.0	23558.920179367065	8381
443	3515.7805	1122.1094	4499.3687	390.03296	1200.0	336.8602	190.38173	531.5898	-43.21602	8880000	2.4414062e-08	484.21655	-0.011777524	-463.5309	-0.3014845	0.012218721	0.12365	11.0	23609.0536839962	8398
444	3787.6777	973.3535	5349.8687	1281.517	1200.0	341.39005	192.257	509.0737	-36.12002	8900000	-9.155274e-09	299.1139	-0.016135693	-274.44788	-0.32001662	0.010613486	0.12765	34.0	23663.56965494156	8415
445	3833.2827	1050.4429	4827.422	771.37354	1200.0	348.81326	190.38713	509.94547	-8.235939	8920000	-7.6293943e-10	132.97215	-0.008787469	-119.30937	-0.33832827	0.012256809	0.12945	5.0	23712.400568008423	8432
446	3068.8938	1610.0049	5765.1484	-451.54578	1141.6471	303.02002	203.74683	504.9022	-159.87532	8940000	-3.0517577e-09	1234.4668	-0.012852955	-1212.9503	-0.348875	0.014728924	0.1362	17.0	23763.56531715393	8450
447	3761.3562	887.2124	4619.468	784.61255	1200.0	343.61804	192.96327	510.21817	-329.05045	8960000	-3.2043456e-08	949.2093	-0.010098512	-933.1861	-0.35964245	0.014950424	0.1708	15.0	23814.720145702362	8467
448	3379.893	1372.6985	4891.324	93.87251	1200.0	318.7068	205.12137	508.69125	-92.25865	8980000	-2.2888185e-09	137.02325	-0.019403685	-117.675476	-0.3849112	0.0144387465	0.15035	24.0	23867.51228404045	8484
449	3806.5972	1176.4209	5117.7925	55.81644	1200.0	346.2187	192.32101	507.99997	-71.24196	9000000	-4.529953e-09	164.2804	-0.013141174	-145.31346	-0.41304415	0.013210662	0.1268	21.0	23919.344532489777	8501
450	3058.5771	1650.9672	4604.6104	-608.7124	1130.7646	308.1747	207.12393	503.43875	-68.52154	9020000	-7.629395e-09	484.9165	-0.015168986	-303.48965	-0.44751826	0.0145362	0.14625	31.0	23973.642164468765	8519
