Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
16	-12.2323	36.5028	29.3396	-64.3222	1000.0	25.3839	1.96036	27.7464	9.81942	68000	9.65595e-09	216.435	-0.010316	-36.8761	5.29539	0.0226261	0.28475	5.0	57.8338258266449
17	15.7536	34.1295	69.9913	-24.4774	1000.0	31.1755	2.22762	32.9788	13.5112	72000	3.8147e-09	176.361	-0.0132957	-8.33267	5.24477	0.0203245	0.301	5.0	61.03348660469055
18	66.0768	49.4263	124.13	14.3218	1000.0	31.5054	2.87149	35.0891	11.523	76000	1.29938e-08	286.038	-0.0120213	-44.1496	5.28324	0.022464	0.29275	5.0	64.24855780601501
19	70.5512	69.065	116.654	-48.7639	1000.0	37.2381	3.28255	40.0207	2.03741	80000	-2.07424e-08	416.213	-0.0167749	-112.94	5.23246	0.0153412	0.2125	8.0	67.48406171798706
20	85.9398	42.939	137.678	41.2169	1000.0	36.6369	10.3607	41.2967	-35.239	84000	1.90735e-09	209.511	-0.01017	-39.2303	5.23443	0.019894	0.2355	4.0	72.38153457641602
21	114.91	59.1318	216.424	70.1974	1000.0	35.4661	7.54574	40.7931	-10.4483	88000	-1.45435e-08	305.779	-0.0106526	-39.8055	5.25595	0.020845	0.291	4.0	76.74065279960632
22	186.938	24.0446	208.528	147.618	1000.0	40.6774	4.75332	44.5214	-5.02315	92000	1.33514e-08	305.347	-0.0117273	-52.4401	5.21873	0.0151882	0.288	6.0	79.97341275215149
23	219.071	37.6736	262.387	160.122	1000.0	44.533	3.13749	48.6329	29.6367	96000	2.26498e-08	270.556	-0.0106286	-12.2499	5.20771	0.0204956	0.26575	4.0	83.17483282089233
24	258.112	29.7039	300.003	227.369	1000.0	45.9316	3.48058	51.1327	26.287	100000	8.22544e-09	366.566	-0.00882859	-36.8876	5.17904	0.0204022	0.26675	4.0	86.37955069541931
25	326.565	36.9565	379.733	287.549	1000.0	50.3673	4.5595	54.2593	-0.846388	104000	2.25902e-08	292.766	-0.0464187	-40.9804	5.21087	0.00870792	0.24225	79.0	90.33756065368652
26	301.517	44.1457	356.835	233.43	1000.0	55.206	2.90599	57.8038	35.2074	108000	-1.57356e-08	260.418	-0.0165064	-39.4605	5.13668	0.0150416	0.209	7.0	94.91599345207214
27	311.379	50.8109	373.814	232.502	1000.0	49.3129	4.77662	54.9565	8.49966	112000	-1.68085e-08	355.731	-0.0146107	-66.1588	5.18089	0.0221423	0.22075	6.0	98.14521074295044
28	303.539	36.9489	336.647	246.657	1000.0	49.2167	10.2678	55.5719	-1.41907	116000	1.81198e-08	258.544	-0.0155797	-26.1991	5.1188	0.0162736	0.2275	10.0	102.71132898330688
29	326.89	19.1	356.893	303.848	1000.0	47.3695	6.9206	54.2761	2.20954	120000	-4.76837e-09	235.712	-0.0130843	-24.9611	5.17946	0.0160582	0.23475	6.0	105.95113778114319
30	335.534	23.4141	374.259	312.643	1000.0	46.5236	4.30873	53.5784	24.0351	124000	9.53674e-10	248.891	-0.0141566	-30.233	5.10643	0.0208643	0.2495	5.0	109.50601196289062
31	371.843	21.8311	406.955	346.963	1000.0	46.6734	6.49161	54.3082	-2.35911	128000	1.07288e-08	293.205	-0.0205432	-24.977	5.1278	0.015814	0.20275	15.0	113.79009890556335
32	376.904	29.2721	419.72	339.183	1000.0	47.7129	6.01588	55.147	15.7446	132000	-2.38419e-09	233.766	-0.0200103	-25.6965	5.09887	0.0158761	0.22175	12.0	118.23258638381958
33	428.043	25.6384	468.226	398.844	1000.0	49.0071	6.03387	55.1906	4.49119	136000	-4.28557e-08	323.906	-0.0476428	-36.9995	5.02531	0.00963673	0.22125	79.0	122.17923831939697
34	446.008	33.5092	478.106	395.647	1000.0	49.0565	4.99223	56.8626	22.3753	140000	2.38419e-08	229.492	-0.0130097	-21.3639	4.97227	0.0168951	0.19575	5.0	126.74646425247192
35	436.776	51.7092	502.776	367.17	1000.0	50.4581	5.39791	56.7706	16.5727	144000	-4.82798e-09	258.355	-0.0101501	-21.6608	5.02865	0.0174934	0.25825	4.0	129.92813420295715
36	447.844	28.7976	490.54	412.405	1000.0	48.0445	6.22046	56.6615	11.186	148000	1.50204e-08	252.494	-0.0110432	-31.9192	4.92893	0.0191762	0.25575	5.0	133.14310479164124
37	461.102	42.7686	528.314	423.076	1000.0	48.8015	7.73893	57.1422	-2.10446	152000	-3.33786e-09	211.624	-0.00740649	-19.5139	4.94928	0.0177219	0.241	4.0	137.50332307815552
38	529.722	22.4732	566.567	505.634	1000.0	48.3895	4.70412	56.4082	12.724	156000	-3.8147e-09	202.931	-0.00769064	-30.0788	4.89659	0.0195724	0.28475	4.0	141.68073725700378
39	500.308	49.9964	536.09	414.105	1000.0	52.1967	3.41588	58.4571	24.6928	160000	-1.74046e-08	220.265	-0.0172585	-40.9093	4.8869	0.0164755	0.19675	12.0	144.9793620109558
40	495.743	20.4032	529.344	476.346	1000.0	48.102	5.91689	56.2963	5.72011	164000	2.26498e-09	199.843	-0.013645	-16.403	4.93486	0.0147611	0.2085	7.0	148.54667377471924
41	503.293	53.8911	573.254	424.228	1000.0	46.0351	5.60911	55.0946	10.2712	168000	-1.90735e-09	257.394	-0.0140168	-63.0566	4.91665	0.0175227	0.23875	7.0	153.070415019989
42	527.351	21.671	542.246	489.961	1000.0	49.0398	8.44984	57.1279	-7.57871	172000	1.28746e-08	224.488	-0.0191037	-30.0153	4.92336	0.0158044	0.226	14.0	157.62456917762756
43	588.396	48.8791	633.187	507.106	1000.0	47.3265	4.84078	55.7656	20.4889	176000	-1.54972e-09	265.971	-0.0189189	-34.7764	4.8603	0.0178669	0.19825	13.0	160.92396116256714
44	537.163	23.8592	559.031	499.589	1000.0	51.853	6.47269	58.6131	14.5609	180000	1.52588e-08	285.468	-0.0305498	-64.7602	4.83081	0.0159929	0.159	38.0	165.7310881614685
45	589.279	23.2622	626.346	568.653	1000.0	47.5432	8.22617	56.2335	-7.47889	184000	1.21593e-08	215.788	-0.0112256	-41.6497	4.83786	0.0182135	0.2365	5.0	168.9450249671936
46	645.24	27.7076	685.088	617.164	1000.0	49.5739	3.35347	56.4444	25.0681	188000	-7.15256e-10	226.573	-0.0120064	-28.8145	4.82947	0.0143733	0.1665	6.0	173.45949578285217
47	676.373	46.9378	740.093	622.446	1000.0	53.6035	5.10387	59.4035	16.4811	192000	1.70469e-08	267.147	-0.0192607	-12.3838	4.80527	0.0167118	0.27175	15.0	176.76204442977905
48	621.809	29.9553	654.212	573.726	1000.0	54.8471	4.13422	60.939	21.2696	196000	1.62125e-08	179.356	-0.0157329	-48.856	4.8336	0.0153822	0.19575	11.0	181.2472207546234
49	539.189	150.773	707.354	363.446	1000.0	46.5009	6.41477	54.6894	11.2653	200000	1.89543e-08	822.312	-0.0110377	-486.644	4.85775	0.0160669	0.19475	5.0	185.3443636894226
50	638.446	65.5494	679.434	525.01	1000.0	47.6393	16.4903	57.5561	-52.3687	204000	-1.23978e-08	252.5	-0.0225045	-82.2106	4.79532	0.015924	0.24475	17.0	189.04568219184875
51	635.189	70.827	691.128	517.763	1000.0	48.6734	10.2409	57.5058	-24.1969	208000	9.05991e-09	203.764	-0.0152665	-11.3756	4.78448	0.0163465	0.1885	8.0	193.55119061470032
52	667.737	50.0469	740.185	615.541	1000.0	47.9244	8.29399	55.6372	-14.6037	212000	2.86102e-09	213.568	-0.00720651	-18.7758	4.75483	0.0182243	0.256	4.0	196.73879957199097
53	678.542	33.5754	716.344	644.066	1000.0	49.3365	5.41144	56.0137	-2.33543	216000	1.0252e-08	180.002	-0.0172068	-12.8293	4.75374	0.0162529	0.20825	13.0	200.02557134628296
54	662.918	56.9302	715.867	567.319	1000.0	48.4681	7.92561	55.6068	-19.7025	220000	-3.57628e-08	288.443	-0.0104971	-41.8874	4.79752	0.0191601	0.2435	4.0	204.3857560157776
55	665.301	84.025	770.525	536.37	1000.0	47.8061	11.6335	56.8315	-39.0679	224000	-1.00136e-08	196.057	-0.0148623	-17.6688	4.74061	0.0160034	0.18625	9.0	208.60650062561035
56	632.908	98.8471	737.185	482.787	1000.0	45.4952	14.2803	54.9875	-43.0111	228000	-7.51019e-09	304.386	-0.0181068	-49.3458	4.74937	0.015416	0.21475	7.0	212.6461808681488
57	715.11	14.3564	739.297	703.502	1000.0	44.5504	10.5196	54.3074	-30.147	232000	-6.55651e-09	270.233	-0.00804539	-53.1062	4.793	0.0160442	0.2355	5.0	217.209237575531
58	670.209	78.5053	762.45	546.95	1000.0	47.3905	8.5055	56.2851	-28.3498	236000	-4.76837e-08	227.845	-0.0113867	-63.147	4.76712	0.0175388	0.159	6.0	220.43520879745483
59	727.381	23.1875	757.811	704.413	1000.0	46.2639	7.70613	53.5003	-23.3986	240000	2.38419e-09	200.108	-0.0226733	-27.9666	4.7463	0.0154194	0.2125	17.0	225.03088068962097
60	643.813	70.3824	710.937	525.613	1000.0	45.2492	7.68809	53.4988	0.542663	244000	3.21865e-08	252.743	-0.0449777	-65.4531	4.75446	0.0129252	0.2055	79.0	229.3189823627472
61	748.542	25.4219	780.539	714.418	1000.0	43.5116	6.68041	51.8286	-9.60198	248000	-6.91414e-09	200.067	-0.0412178	-24.9719	4.73677	0.00876956	0.19675	79.0	234.59396266937256
62	730.156	68.2241	810.704	621.858	1000.0	46.6588	6.78096	53.3465	3.17158	252000	1.07288e-08	163.087	-0.00848145	-8.39153	4.69713	0.021233	0.22825	4.0	239.1046531200409
63	769.978	51.8227	857.218	727.992	1000.0	45.4591	6.3638	52.3789	-29.2142	256000	-7.15256e-10	242.96	-0.009826	-29.8664	4.70764	0.0177614	0.22125	4.0	243.58717966079712
64	783.761	46.0678	819.685	706.839	1000.0	49.3918	6.8583	56.2575	-5.1376	260000	-2.86102e-09	188.629	-0.0194408	-19.3851	4.72234	0.0153868	0.23775	17.0	246.93481969833374
65	817.239	21.8018	854.391	798.989	1000.0	48.0905	3.75458	54.3429	14.5443	264000	-6.91414e-09	176.589	-0.00886256	-7.18864	4.65376	0.0156386	0.20925	5.0	251.44418716430664
66	722.646	92.3054	828.457	607.199	1000.0	48.7797	6.18609	55.7181	9.93432	268000	-4.79221e-08	371.01	-0.0104337	-175.895	4.62802	0.0199676	0.2255	5.0	254.666494846344
67	792.78	20.1003	819.497	772.752	1000.0	44.9392	11.4617	53.2938	-28.5678	272000	-2.6226e-08	236.126	-0.00744733	-66.2597	4.65877	0.0211231	0.2865	4.0	259.0226399898529
68	815.971	58.1761	907.539	754.249	1000.0	46.7468	4.57145	54.2332	12.6701	276000	7.86781e-09	165.583	-0.0130398	-8.93291	4.62069	0.017143	0.258	5.0	263.2140748500824
69	824.111	24.4294	858.051	789.23	1000.0	47.9996	5.18586	55.9189	6.81931	280000	-9.05991e-09	170.241	-0.0405834	-9.53212	4.6792	0.0121854	0.2465	79.0	267.1664023399353
70	798.082	31.6547	845.417	756.225	1000.0	46.5816	4.44283	54.5639	13.3839	284000	-1.35899e-08	156.777	-0.0114279	-13.9343	4.55055	0.015302	0.27625	5.0	272.04034876823425
71	841.025	52.4908	929.939	798.916	1000.0	45.7277	6.28834	52.632	-8.465	288000	-7.39098e-09	198.31	-0.0453153	-10.4933	4.5633	0.00923171	0.23525	79.0	275.97468852996826
72	869.851	53.3496	924.626	781.436	1000.0	47.6486	5.94796	54.0308	6.73642	292000	-1.71661e-08	169.424	-0.0193847	-9.836	4.45792	0.0165111	0.226	12.0	281.02096009254456
73	874.881	51.5232	934.718	821.699	1000.0	49.7558	6.09725	55.8146	1.61391	296000	4.76837e-09	184.658	-0.016707	-6.42131	4.38419	0.0158797	0.22325	10.0	284.3071217536926
74	860.265	43.1634	916.425	805.694	1000.0	48.8601	5.23911	54.9529	-6.78681	300000	2.52724e-08	205.181	-0.00914628	-24.2516	4.39916	0.0236667	0.2875	4.0	288.8103313446045
75	873.871	27.274	899.651	831.613	1000.0	45.6824	4.11342	54.0392	16.7011	304000	-2.21729e-08	142.593	-0.0138062	-7.79002	4.41582	0.0171045	0.22125	7.0	293.0509958267212
76	855.622	72.3712	956.117	782.795	1000.0	45.9474	5.16216	53.23	1.87557	308000	-5.96046e-09	197.738	-0.0444607	-31.0868	4.39543	0.0136885	0.2445	79.0	298.6530239582062
77	861.158	11.6812	873.944	843.258	1000.0	46.4475	8.39097	54.1291	-14.3663	312000	2.16961e-08	175.69	-0.0169623	-7.97029	4.34769	0.0161496	0.2295	11.0	304.74318170547485
78	876.164	46.8002	923.849	815.474	1000.0	45.4756	8.0291	53.7597	-7.75113	316000	-2.03848e-08	188.847	-0.0201498	-11.773	4.36023	0.0160963	0.215	12.0	310.6547372341156
79	907.257	25.8437	933.423	866.091	1000.0	47.2254	7.145	54.9179	-13.5759	320000	1.43051e-08	190.048	-0.00835083	-19.2421	4.34554	0.0178817	0.20775	4.0	314.8020203113556
80	913.83	45.5674	968.35	845.646	1000.0	46.6326	4.61295	54.4399	11.9912	324000	1.12057e-08	125.968	-0.0162212	-6.19807	4.38722	0.0158188	0.19825	11.0	318.4360694885254
81	951.578	24.9278	986.596	916.697	1000.0	46.423	4.82463	53.6644	6.43721	328000	-1.83582e-08	168.272	-0.0365347	-12.2927	4.35416	0.00867245	0.2235	79.0	322.3223886489868
82	905.516	19.5934	923.85	876.651	1000.0	48.794	3.74451	56.4091	17.3514	332000	3.09944e-09	168.969	-0.0106292	-24.6365	4.29329	0.0142621	0.19675	4.0	327.19714617729187
83	920.187	82.5739	989.93	779.35	1000.0	44.5164	4.50616	52.8819	-4.55242	336000	1.51396e-08	200.152	-0.0151964	-11.4478	4.27833	0.0166807	0.22025	7.0	330.4304814338684
84	923.753	22.8544	956.751	892.479	1000.0	44.3571	5.04509	54.5028	2.25026	340000	-1.44243e-08	150.617	-0.00937823	-8.01076	4.27517	0.0153711	0.22425	4.0	333.5933358669281
85	940.106	13.9128	959.6	924.849	1000.0	44.3679	3.76666	52.7382	14.708	344000	1.12057e-08	145.755	-0.0211304	-6.8759	4.29612	0.0158548	0.186	23.0	338.2305450439453
86	998.716	58.7438	1064.29	911.742	1000.0	45.0337	3.67894	51.2295	19.6538	348000	3.09944e-09	213.284	-0.0150135	-32.6927	4.17943	0.0168876	0.15675	12.0	342.81002831459045
87	805.955	263.03	979.745	350.992	1000.0	46.2938	11.3794	56.3311	-6.38041	352000	3.18289e-08	1048.6	-0.0245816	-659.163	4.21211	0.0155012	0.21225	15.0	346.08606028556824
88	969.276	36.9732	996.369	906.567	1000.0	45.5363	15.195	56.3417	-54.0524	356000	-7.62939e-09	349.987	-0.0131815	-166.667	4.21453	0.0156895	0.22175	6.0	350.67101860046387
89	958.983	41.337	1026.81	916.354	1000.0	45.5942	4.68345	54.1898	-4.74754	360000	2.40803e-08	152.821	-0.00939679	-9.15382	4.16234	0.0168074	0.1975	5.0	355.0565736293793
90	940.962	44.165	979.592	868.201	1000.0	43.9997	4.49374	51.6816	-15.9536	364000	4.05312e-09	205.575	-0.00700897	-21.7215	4.19967	0.020562	0.23275	4.0	358.66202664375305
91	986.288	23.7141	1015.87	950.375	1000.0	43.1607	6.43597	52.4293	1.76222	368000	-1.62125e-08	156.281	-0.0387641	-15.9404	4.16301	0.0102712	0.21475	79.0	363.8427166938782
92	1003.25	37.083	1055.04	958.95	1000.0	46.1192	5.49113	53.8469	-10.5246	372000	-1.90735e-09	132.306	-0.0195202	-4.75056	4.13339	0.0153377	0.15825	16.0	368.3218171596527
93	994.383	27.3083	1020.41	954.781	1000.0	46.3781	3.59212	52.3778	14.1843	376000	1.40667e-08	134.309	-0.0152006	-5.24582	4.09788	0.0162192	0.1825	12.0	371.5680499076843
94	997.171	28.2276	1027.78	963.458	1000.0	44.9692	4.33586	50.2063	12.2419	380000	-1.66893e-08	124.232	-0.0088924	-3.09071	4.07184	0.0182812	0.25	4.0	376.06111454963684
95	988.241	11.139	1007.26	979.175	1000.0	44.8395	3.59807	50.0229	16.7357	384000	1.57356e-08	119.522	-0.00760713	-6.4972	4.05088	0.0181675	0.27175	4.0	379.23332500457764
96	1000.75	25.8743	1034.47	961.732	1000.0	43.0295	4.30685	48.664	1.62549	388000	1.44243e-08	161.86	-0.0377365	-5.4113	4.03666	0.0141272	0.20525	79.0	383.14396691322327
97	984.816	23.0974	1015.35	951.852	1000.0	43.7927	4.71617	50.9688	8.05662	392000	7.15256e-09	134.401	-0.0165293	-5.69812	4.06482	0.0182683	0.229	11.0	388.09222626686096
98	978.974	74.0569	1100.01	900.172	1000.0	42.5296	5.19073	49.0361	2.35911	396000	1.38283e-08	151.175	-0.00860682	-6.43251	4.02595	0.0159554	0.2335	4.0	391.2855336666107
99	954.661	7.45668	964.756	944.4	1000.0	41.0918	5.0459	48.886	-15.2035	400000	1.33514e-08	128.204	-0.00819372	-8.93791	3.98389	0.0178494	0.206	3.0	396.19550943374634
100	967.834	67.5156	1068.67	894.228	1000.0	38.7788	6.27463	46.9461	-14.9835	404000	9.77516e-09	161.347	-0.00997515	-20.6982	4.02329	0.0186181	0.2055	4.0	399.8119945526123
101	963.495	11.532	978.553	946.383	1000.0	41.5609	6.08503	48.3075	-3.24189	408000	-1.43051e-08	113.458	-0.0140385	-23.7509	4.00239	0.0166886	0.23025	7.0	404.2942900657654
102	977.444	35.6077	1033.28	934.175	1000.0	37.6666	4.9696	44.6384	-4.29379	412000	-1.21593e-08	110.264	-0.00667215	-5.62276	4.05059	0.0214633	0.25275	4.0	407.46402406692505
103	1035.06	25.9319	1075.96	1004.14	1000.0	39.7338	3.25506	46.3786	11.1885	416000	-1.96695e-08	160.156	-0.00903998	-11.4223	4.00622	0.0151632	0.2205	5.0	411.7027826309204
104	994.824	62.0889	1060.08	899.433	1000.0	41.6206	4.87955	50.2252	2.49826	420000	1.66893e-09	165.943	-0.0111556	-20.8647	3.97442	0.0164992	0.24925	5.0	415.9581763744354
105	981.705	36.8206	1031.07	944.597	1000.0	42.2155	5.54056	51.4371	1.28223	424000	1.15633e-08	145.614	-0.0386491	-24.825	3.98811	0.00621825	0.20775	79.0	419.85504841804504
106	977.344	63.63	1076.42	905.165	1000.0	37.3447	6.22044	47.5279	-15.5152	428000	-1.95503e-08	158.585	-0.0303051	-10.6881	3.96113	0.0150769	0.19025	33.0	424.6326816082001
107	976.255	26.1137	1015.18	943.069	1000.0	37.9126	7.84974	47.3947	-7.92168	432000	-1.85966e-08	111.117	-0.0104737	-8.45272	3.95381	0.0153113	0.188	5.0	427.8178882598877
108	1019.35	45.5805	1087.23	961.393	1000.0	38.5749	5.12312	45.6948	3.73054	436000	1.5974e-08	127.877	-0.0200694	-10.7289	4.03757	0.0154528	0.227	14.0	432.3172311782837
109	1006.19	26.383	1040.3	972.873	1000.0	40.2168	6.26446	48.7221	1.38741	440000	1.52588e-08	110.882	-0.0169639	-14.5506	4.00408	0.0168056	0.20825	15.0	436.49500799179077
110	1033.84	48.5058	1085.34	955.145	1000.0	38.2057	4.37725	44.7483	2.14943	444000	1.93119e-08	164.191	-0.0373787	-10.7169	4.01682	0.0138665	0.20725	79.0	440.8643078804016
111	1030.35	15.3406	1054.26	1011.49	1000.0	40.3972	4.45063	47.7315	8.86959	448000	8.58307e-09	96.7364	-0.0143893	-5.14887	3.9076	0.0158901	0.212	10.0	445.4349937438965
112	1009.75	38.486	1046.76	945.36	1000.0	39.5643	4.54225	46.506	8.36518	452000	-1.69277e-08	116.527	-0.0380881	-8.80264	3.87714	0.0104346	0.222	79.0	449.3443818092346
113	1041.35	76.7575	1133.43	925.44	1000.0	37.5642	3.79954	44.4569	1.47074	456000	-1.23978e-08	158.767	-0.0379919	-7.76825	3.86206	0.0103099	0.20625	79.0	455.0301995277405
114	1025.65	18.1343	1050.84	1001.62	1000.0	38.6571	4.7965	48.3828	-4.02564	460000	1.81198e-08	120.421	-0.0170001	-6.02533	3.90374	0.0168892	0.19775	10.0	459.43894147872925
115	1027.25	63.3394	1100.97	935.214	1000.0	37.5138	4.5595	45.5079	-0.514666	464000	-3.79086e-08	130.577	-0.0102473	-8.18491	3.92962	0.0200938	0.2565	4.0	462.6061706542969
116	1047.41	26.2047	1091.6	1022.96	1000.0	38.5993	4.32208	45.71	2.62723	468000	-9.77516e-09	85.6648	-0.0388942	-4.05989	3.90843	0.0127136	0.21325	79.0	468.32703828811646
117	1040.37	21.6099	1068.58	1012.21	1000.0	38.0147	5.31587	44.9315	-1.5398	472000	-8.10623e-09	101.067	-0.00988954	-5.96056	3.90658	0.0161715	0.2205	4.0	472.6403181552887
118	999.992	38.7714	1062.8	963.156	1000.0	38.8582	5.88425	44.5199	-3.74603	476000	-7.86781e-09	142.604	-0.0192114	-18.4757	3.87289	0.016016	0.22875	14.0	475.9203588962555
119	1043.36	38.767	1104.03	1000.36	1000.0	36.1904	4.75343	43.4053	-2.53741	480000	-1.74046e-08	150.28	-0.0187706	-9.93608	3.79782	0.0155734	0.203	12.0	480.46565794944763
120	1063.79	36.0742	1112.25	1020.29	1000.0	36.9393	4.03295	45.2989	2.5111	484000	1.0252e-08	131.414	-0.0363594	-6.16565	3.81386	0.00929983	0.2185	79.0	484.8668632507324
121	1069.06	16.394	1086.54	1046.85	1000.0	37.6279	4.18655	45.6085	1.85104	488000	2.67029e-08	124.123	-0.0405534	-8.49988	3.76426	0.0129965	0.21975	79.0	490.0404541492462
122	1023.14	33.4314	1080.47	998.779	1000.0	38.5668	5.73802	45.9899	-10.0523	492000	-2.7895e-08	117.164	-0.0423216	-16.067	3.75816	0.0121115	0.215	79.0	495.2211663722992
123	1048.89	44.9476	1117.74	998.61	1000.0	35.3834	4.89399	43.7803	1.83045	496000	1.78814e-09	116.531	-0.0397376	-6.1758	3.71506	0.0138005	0.23	79.0	500.4371910095215
124	1065.34	15.7459	1078.56	1038.48	1000.0	36.3463	4.50672	45.5309	5.87943	500000	1.5378e-08	171.58	-0.0115451	-13.2141	3.66193	0.0150614	0.199	5.0	503.6011960506439
125	1090.58	34.4406	1123.36	1036.16	1000.0	38.0233	4.78962	48.0177	9.57733	504000	2.90871e-08	123.353	-0.0100712	-8.55829	3.69336	0.0163263	0.173	5.0	507.806396484375
126	1077.91	60.329	1130.97	981.012	1000.0	37.8284	4.67277	45.4316	-4.14094	508000	9.77516e-09	128.535	-0.00801305	-12.0344	3.64029	0.0213985	0.2265	3.0	512.0786619186401
127	1083.72	13.4983	1095.96	1060.87	1000.0	38.3834	4.19357	46.4881	0.84093	512000	-1.57356e-08	131.418	-0.00938783	-7.66043	3.65135	0.0147741	0.232	4.0	515.257749080658
128	1085.04	18.9624	1112.59	1065.03	1000.0	37.9252	5.44531	46.0375	-5.10131	516000	2.28882e-08	111.407	-0.00783183	-5.66389	3.62351	0.0236334	0.2865	3.0	519.7081577777863
129	1093.71	21.0846	1122.5	1067.99	1000.0	37.7144	3.81049	45.2456	9.79602	520000	1.84774e-08	109.887	-0.00607379	-4.85272	3.62878	0.0132324	0.188	3.0	522.8543434143066
130	1079.7	38.5668	1125.41	1019.93	1000.0	37.0296	3.48508	44.0147	8.25233	524000	1.09673e-08	128.947	-0.00826632	-7.80095	3.63771	0.018755	0.24325	4.0	526.5274336338043
131	1090.36	35.5959	1128.12	1035.73	1000.0	35.9943	4.38644	44.2008	7.1134	528000	1.78814e-08	90.564	-0.0110349	-8.28979	3.64806	0.0166538	0.18025	7.0	531.0381526947021
132	1105.49	37.1706	1152.48	1058.92	1000.0	37.2922	4.02432	42.3734	5.89682	532000	-1.50204e-08	91.0891	-0.0411297	-4.20546	3.65094	0.00783854	0.244	79.0	534.939211845398
133	1079.44	21.9397	1107.48	1045.93	1000.0	37.4944	3.36766	43.789	12.5261	536000	-2.47955e-08	101.737	-0.035646	-9.52573	3.6394	0.0140053	0.1995	79.0	540.9744846820831
134	1109.53	36.2474	1162.12	1060.86	1000.0	35.333	3.48831	41.7307	11.9752	540000	-2.02656e-08	111.508	-0.0167368	-8.38296	3.53664	0.0163267	0.17175	9.0	545.4036724567413
